method,metric,tau,protocol_1,protocol_2,folds,n,delta,delta_ci_lo,delta_ci_hi,W,p_wilcoxon,p_perm,r_rb,direction,n_boot,perm_exact,p_wilcoxon_holm,p_perm_holm,sig,sig_perm,concordant,flag,p_raw,p_holm,mean_delta
ELR,MacroAUC,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.02171333878502263,-0.02848010093206835,-0.015106767280550926,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.02171333878502263
ELR,MacroAUC,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.033835755998871966,0.024545760068029956,0.042229213000802464,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.033835755998871966
ELR,MacroAUC,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.00019848244055622465,-0.007816027271087288,0.00816089499425222,26.0,0.921875,0.974609375,0.054545454545454564,1,10000,True,0.921875,0.974609375,n.s.,n.s.,True,,0.921875,0.921875,0.00019848244055622465
ELR,MacroAUC,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.033637273558315736,-0.04026566534718281,-0.02728440246051258,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.033637273558315736
ELR,MacroAUC,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.018277329270375554,-0.02669086498151511,-0.011351221173022705,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.018277329270375554
ELR,MacroAUC,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.007080875716563295,-0.0007999018014755537,0.01474628101221567,13.0,0.16015625,0.123046875,0.5272727272727273,1,10000,True,0.3203125,0.24609375,n.s.,n.s.,True,,0.16015625,0.3203125,0.007080875716563295
ELR,MacroAUC,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.01664879365724703,-0.02430827146604854,-0.007453547098813385,3.0,0.009765625,0.009765625,-0.8909090909090909,-1,10000,True,0.0390625,0.0390625,-*,-*,True,,0.009765625,0.0390625,-0.01664879365724703
ELR,MacroAUC,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.02535820498693885,0.014682087474183023,0.038877339430821556,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.02535820498693885
ELR,MacroAUC,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.0016285356131285234,-0.006335096851126682,0.00922220862266554,24.0,0.76953125,0.701171875,0.12727272727272732,1,10000,True,0.76953125,0.701171875,n.s.,n.s.,True,,0.76953125,0.76953125,0.0016285356131285234
ELR,MacroAUC,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.023729669373810325,-0.03704476150344018,-0.010504885859887224,4.0,0.013671875,0.009765625,-0.8545454545454545,-1,10000,True,0.041015625,0.0390625,-*,-*,True,,0.013671875,0.041015625,-0.023729669373810325
ELR,MacroAUC,0.4,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.00931539936104978,-0.018784820098361764,0.0006361319578598705,10.0,0.083984375,0.095703125,-0.6363636363636364,-1,10000,True,0.3359375,0.287109375,n.s.,n.s.,True,,0.083984375,0.3359375,-0.00931539936104978
ELR,MacroAUC,0.4,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.0029868842909736236,-0.0013645776198408482,0.007378278217015644,13.0,0.16015625,0.23828125,0.5272727272727273,1,10000,True,0.3359375,0.4765625,n.s.,n.s.,True,,0.16015625,0.3359375,0.0029868842909736236
ELR,MacroAUC,0.4,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.014872894075616627,-0.024011081218151813,-0.005564810622137402,6.0,0.02734375,0.021484375,-0.7818181818181819,-1,10000,True,0.13671875,0.107421875,n.s.,n.s.,True,,0.02734375,0.13671875,-0.014872894075616627
ELR,MacroAUC,0.4,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.012302283652023405,0.0014048036813545579,0.02305989695262021,11.0,0.10546875,0.0703125,0.6,1,10000,True,0.3359375,0.28125,n.s.,n.s.,True,,0.10546875,0.3359375,0.012302283652023405
ELR,MacroAUC,0.4,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.005557494714566846,-0.015930207412029697,0.004870058797712172,19.0,0.431640625,0.349609375,-0.3090909090909091,-1,10000,True,0.431640625,0.4765625,n.s.,n.s.,True,,0.431640625,0.431640625,-0.005557494714566846
ELR,MacroAUC,0.4,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.01785977836659025,-0.027441603894602033,-0.008367357505826652,3.0,0.009765625,0.009765625,-0.8909090909090909,-1,10000,True,0.05859375,0.05859375,n.s.,n.s.,True,,0.009765625,0.05859375,-0.01785977836659025
ELR,MacroAUC,0.5,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.0006843247337483427,-0.009677830312007613,0.00781657349549192,27.0,1.0,0.89453125,-0.018181818181818188,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,1.0,1.0,-0.0006843247337483427
ELR,MacroAUC,0.5,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.007821474326444412,-3.4915193309989984e-05,0.0153056214405255,11.0,0.10546875,0.09375,0.6,1,10000,True,0.6328125,0.5625,n.s.,n.s.,True,,0.10546875,0.6328125,0.007821474326444412
ELR,MacroAUC,0.5,S,AP,"0,1,2,3,4,5,6,7,8,9",10,0.0006021231413839035,-0.00722518653897268,0.008229627773959403,25.0,0.845703125,0.884765625,0.09090909090909094,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.845703125,1.0,0.0006021231413839035
ELR,MacroAUC,0.5,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.008505799060192753,-0.0025479049702696707,0.021268459104691863,18.0,0.375,0.224609375,0.34545454545454546,1,10000,True,1.0,0.8984375,n.s.,n.s.,True,,0.375,1.0,0.008505799060192753
ELR,MacroAUC,0.5,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.0012864478751322462,-0.005142334172099904,0.009497882731800468,24.0,0.76953125,0.822265625,0.12727272727272732,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.76953125,1.0,0.0012864478751322462
ELR,MacroAUC,0.5,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.0072193511850605074,-0.014248025854417135,-2.035231261435226e-05,13.0,0.16015625,0.09375,-0.5272727272727273,-1,10000,True,0.80078125,0.5625,n.s.,n.s.,True,,0.16015625,0.80078125,-0.0072193511850605074
AsyCo,BA,0.0,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.14525677515672678,-0.17353463799689164,-0.10844487128169454,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.14525677515672678
AsyCo,BA,0.0,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.008720941152517874,-0.015019669885821287,0.031092677304670267,19.0,0.431640625,0.49609375,0.3090909090909091,1,10000,True,0.86328125,0.9921875,n.s.,n.s.,True,,0.431640625,0.86328125,0.008720941152517874
AsyCo,BA,0.0,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.14371203997258092,-0.17265535624998646,-0.10707024947320154,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.14371203997258092
AsyCo,BA,0.0,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.15397771630924467,0.11771068432195587,0.1789850706475241,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.15397771630924467
AsyCo,BA,0.0,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.0015447351841458234,-0.03651543239474595,0.03547112820665577,24.0,0.76953125,0.931640625,0.12727272727272732,1,10000,True,0.86328125,0.9921875,n.s.,n.s.,True,,0.76953125,0.86328125,0.0015447351841458234
AsyCo,BA,0.0,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.1524329811250988,-0.17978331495513267,-0.12160047005700149,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.1524329811250988
AsyCo,BA,0.1,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.12126161431419832,-0.148178142331346,-0.09369950504390026,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12126161431419832
AsyCo,BA,0.1,S,A,"0,1,2,3,4,5,6,7,8,9",10,-1.2629676762465625e-06,-0.030941105384304293,0.03435570052978408,26.0,0.921875,1.0,-0.054545454545454564,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.921875,1.0,-1.2629676762465625e-06
AsyCo,BA,0.1,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.12903810390184062,-0.16108090314325024,-0.09705473800321779,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12903810390184062
AsyCo,BA,0.1,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.12126035134652206,0.09455849079424707,0.15491031206276873,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.12126035134652206
AsyCo,BA,0.1,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.007776489587642282,-0.04872372987680203,0.03774000583658342,24.0,0.76953125,0.73828125,-0.12727272727272732,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.76953125,1.0,-0.007776489587642282
AsyCo,BA,0.1,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.12903684093416437,-0.16282777243072158,-0.0870243225399759,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.12903684093416437
AsyCo,BA,0.2,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.11044167451458868,-0.14314224222323635,-0.0764002809501087,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.11044167451458868
AsyCo,BA,0.2,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.01952123653508016,-0.05398196284104427,0.01477373914408549,17.0,0.322265625,0.318359375,-0.38181818181818183,-1,10000,True,0.64453125,0.63671875,n.s.,n.s.,True,,0.322265625,0.64453125,-0.01952123653508016
AsyCo,BA,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.11932655265468677,-0.15257189432532925,-0.08029622730590884,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.015625,0.015625,-*,-*,True,,0.00390625,0.015625,-0.11932655265468677
AsyCo,BA,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.09092043797950854,0.060086257212836405,0.11893266124056268,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.015625,0.015625,+*,+*,True,,0.00390625,0.015625,0.09092043797950854
AsyCo,BA,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.00888487814009808,-0.0400363496018498,0.02407501852229119,22.0,0.625,0.611328125,-0.19999999999999996,-1,10000,True,0.64453125,0.63671875,n.s.,n.s.,True,,0.625,0.64453125,-0.00888487814009808
AsyCo,BA,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.09980531611960661,-0.13684013903554762,-0.06268561713354522,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.09980531611960661
AsyCo,BA,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.08340718429434604,-0.11798695135600673,-0.05002270523632881,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08340718429434604
AsyCo,BA,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.015328312235697616,-6.350561783980656e-05,0.03150731023427987,13.0,0.16015625,0.1171875,0.5272727272727273,1,10000,True,0.16015625,0.1171875,n.s.,n.s.,True,,0.16015625,0.16015625,0.015328312235697616
AsyCo,BA,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.12043438008940859,-0.1486627903158847,-0.09284816002946461,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12043438008940859
AsyCo,BA,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.09873549653004365,0.071899786433713,0.1281739420027774,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.09873549653004365
AsyCo,BA,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03702719579506257,-0.06268169942355023,-0.00917022220636716,9.0,0.064453125,0.0390625,-0.6727272727272727,-1,10000,True,0.12890625,0.078125,n.s.,n.s.,True,,0.064453125,0.12890625,-0.03702719579506257
AsyCo,BA,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.13576269232510624,-0.16091209499228568,-0.10949769414145963,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.13576269232510624
AsyCo,BA,0.4,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.13357776773628627,-0.16669318481643425,-0.10057547626791755,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.13357776773628627
AsyCo,BA,0.4,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.006738548706600067,-0.013108603599997238,0.028512385359262697,22.0,0.625,0.552734375,0.19999999999999996,1,10000,True,0.625,0.552734375,n.s.,n.s.,True,,0.625,0.625,0.006738548706600067
AsyCo,BA,0.4,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.11955483673994265,-0.14595923933152521,-0.08859386704672816,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.11955483673994265
AsyCo,BA,0.4,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.1403163164428863,0.12135848409997271,0.15926448859486914,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.1403163164428863
AsyCo,BA,0.4,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.014022930996343585,-0.00040324880545973687,0.02643026287408599,11.0,0.10546875,0.09375,0.6,1,10000,True,0.2109375,0.1875,n.s.,n.s.,True,,0.10546875,0.2109375,0.014022930996343585
AsyCo,BA,0.4,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.12629338544654273,-0.14662670550775778,-0.10636837758904079,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12629338544654273
AsyCo,BA,0.5,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.11553229876174691,-0.15294741225950903,-0.08093846117411393,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.11553229876174691
AsyCo,BA,0.5,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.008580603223912991,-0.01046397889487353,0.028849543586724157,23.0,0.6953125,0.45703125,0.1636363636363637,1,10000,True,0.6953125,0.5078125,n.s.,n.s.,True,,0.6953125,0.6953125,0.008580603223912991
AsyCo,BA,0.5,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.12895823255332947,-0.16043822458747706,-0.10092515925760177,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12895823255332947
AsyCo,BA,0.5,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.12411290198565991,0.09355086136117013,0.15914077280861022,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.12411290198565991
AsyCo,BA,0.5,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.013425933791582568,-0.03437387393480279,0.007723523968651639,16.0,0.275390625,0.25390625,-0.4181818181818182,-1,10000,True,0.55078125,0.5078125,n.s.,n.s.,True,,0.275390625,0.55078125,-0.013425933791582568
AsyCo,BA,0.5,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.13753883577724246,-0.1703933387823223,-0.10922732750254986,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.13753883577724246
AsyCo,MacroF1,0.0,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.18296336777392858,-0.21231861859181883,-0.1537263627968817,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.18296336777392858
AsyCo,MacroF1,0.0,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.02037079994077976,-0.04803769712550905,0.008791247801684544,14.0,0.193359375,0.208984375,-0.49090909090909096,-1,10000,True,0.38671875,0.41796875,n.s.,n.s.,True,,0.193359375,0.38671875,-0.02037079994077976
AsyCo,MacroF1,0.0,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.18312126055587252,-0.2065984233289452,-0.15658897156702276,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.18312126055587252
AsyCo,MacroF1,0.0,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.16259256783314882,0.12583858912180262,0.1921231986121405,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.16259256783314882
AsyCo,MacroF1,0.0,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.00015789278194396905,-0.026814834163838605,0.021163611032003253,22.0,0.625,0.994140625,-0.19999999999999996,-1,10000,True,0.625,0.994140625,n.s.,n.s.,True,,0.625,0.625,-0.00015789278194396905
AsyCo,MacroF1,0.0,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.16275046061509274,-0.18512575853324464,-0.1436342492994998,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.16275046061509274
AsyCo,MacroF1,0.1,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.07143795120256338,-0.0946170475979361,-0.048409790532475815,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07143795120256338
AsyCo,MacroF1,0.1,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.0014138801243922916,-0.016019264462059837,0.019340131809318387,27.0,1.0,0.876953125,0.018181818181818188,1,10000,True,1.0,0.876953125,n.s.,n.s.,True,,1.0,1.0,0.0014138801243922916
AsyCo,MacroF1,0.1,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.10321414775464807,-0.12134666048947541,-0.08522930585358832,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.10321414775464807
AsyCo,MacroF1,0.1,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.07285183132695568,0.04716233210927106,0.098803888554753,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.00390625,0.01171875,0.07285183132695568
AsyCo,MacroF1,0.1,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03177619655208469,-0.05864017578004607,-0.0008409007995418429,10.0,0.083984375,0.076171875,-0.6363636363636364,-1,10000,True,0.16796875,0.15234375,n.s.,n.s.,True,,0.083984375,0.16796875,-0.03177619655208469
AsyCo,MacroF1,0.1,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.10462802787904035,-0.1215698100467475,-0.08571475232254099,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.10462802787904035
AsyCo,MacroF1,0.2,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.05692012826510652,-0.07239898667792702,-0.04038644520796031,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.05692012826510652
AsyCo,MacroF1,0.2,S,A,"0,1,2,3,4,5,6,7,8,9",10,-0.004375034276166393,-0.01837898115680579,0.008630093753772853,24.0,0.76953125,0.580078125,-0.12727272727272732,-1,10000,True,0.76953125,0.580078125,n.s.,n.s.,True,,0.76953125,0.76953125,-0.004375034276166393
AsyCo,MacroF1,0.2,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.09064979208780796,-0.10267838032708247,-0.07914784382852903,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.09064979208780796
AsyCo,MacroF1,0.2,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.05254509398894014,0.037637041651315685,0.0661773861578459,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.05254509398894014
AsyCo,MacroF1,0.2,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.03372966382270143,-0.050546272018218284,-0.018205147307766078,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.005859375,0.01171875,-0.03372966382270143
AsyCo,MacroF1,0.2,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.08627475781164155,-0.10408420367918421,-0.06703335721369127,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08627475781164155
AsyCo,MacroF1,0.3,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.045722565925990555,-0.06620585550754711,-0.026461141702748058,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.045722565925990555
AsyCo,MacroF1,0.3,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.008399998383717364,-0.0026343681730136063,0.018746592189477225,15.0,0.232421875,0.181640625,0.4545454545454546,1,10000,True,0.232421875,0.181640625,n.s.,n.s.,True,,0.232421875,0.232421875,0.008399998383717364
AsyCo,MacroF1,0.3,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.07996697190972084,-0.09282197769579133,-0.06400871700875019,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07996697190972084
AsyCo,MacroF1,0.3,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.054122564309707924,0.03885650214568638,0.06743131464231644,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.054122564309707924
AsyCo,MacroF1,0.3,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.0342444059837303,-0.04432273776270209,-0.02113800964934691,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.0342444059837303
AsyCo,MacroF1,0.3,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.08836697029343822,-0.10220110398183288,-0.07321129022443378,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08836697029343822
AsyCo,MacroF1,0.4,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.06547542743580777,-0.09237203422974134,-0.03994780564906308,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.06547542743580777
AsyCo,MacroF1,0.4,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.020718316731607084,-0.002228888494572682,0.04391994811624131,11.0,0.10546875,0.12890625,0.6,1,10000,True,0.2109375,0.2578125,n.s.,n.s.,True,,0.10546875,0.2109375,0.020718316731607084
AsyCo,MacroF1,0.4,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.05478141435825028,-0.07528987050313765,-0.032328406597297576,3.0,0.009765625,0.0078125,-0.8909090909090909,-1,10000,True,0.029296875,0.0234375,-*,-*,True,,0.009765625,0.029296875,-0.05478141435825028
AsyCo,MacroF1,0.4,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.08619374416741485,0.06624234132158376,0.10532070997755953,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.08619374416741485
AsyCo,MacroF1,0.4,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,0.01069401307755749,-0.0043659424304816645,0.026567128599204688,19.0,0.431640625,0.23828125,0.3090909090909091,1,10000,True,0.431640625,0.2578125,n.s.,n.s.,True,,0.431640625,0.431640625,0.01069401307755749
AsyCo,MacroF1,0.4,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.07549973108985736,-0.09569476940679084,-0.05642661040261495,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07549973108985736
AsyCo,MacroF1,0.5,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.05355827984523365,-0.07144041997279235,-0.03678148766184693,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.05355827984523365
AsyCo,MacroF1,0.5,S,A,"0,1,2,3,4,5,6,7,8,9",10,0.012219601544403316,-0.0008048453607663946,0.025020693752184055,13.0,0.16015625,0.115234375,0.5272727272727273,1,10000,True,0.16796875,0.15234375,n.s.,n.s.,True,,0.16015625,0.16796875,0.012219601544403316
AsyCo,MacroF1,0.5,S,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.06755989347459071,-0.08235797111111774,-0.05197266729192525,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.06755989347459071
AsyCo,MacroF1,0.5,SP,A,"0,1,2,3,4,5,6,7,8,9",10,0.06577788138963696,0.04728137477757471,0.08580208554141448,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.06577788138963696
AsyCo,MacroF1,0.5,SP,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.014001613629357066,-0.026387665195152826,-0.0010848735401376044,10.0,0.083984375,0.076171875,-0.6363636363636364,-1,10000,True,0.16796875,0.15234375,n.s.,n.s.,True,,0.083984375,0.16796875,-0.014001613629357066
AsyCo,MacroF1,0.5,A,AP,"0,1,2,3,4,5,6,7,8,9",10,-0.07977949501899403,-0.09270884713785144,-0.06489370303749588,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.07977949501899403
AsyCo,MacroAUC,0.0,S,SP,"0,1,2,3,4,5,6,7,8,9",10,-0.04622134112198464,-0.060330596198779875,-0.02872096426457775,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.0234375,0.0234375,-*,-*,True,,0.00390625,0.0234375,-0.04622134112198464
