protocol,metric,method,tau,folds,n,delta,delta_ci_lo,delta_ci_hi,W,p_wilcoxon,p_perm,r_rb,direction,n_boot,perm_exact,p_wilcoxon_holm,p_perm_holm,sig,sig_perm,concordant,flag,p_raw,p_holm,mean_delta
SP,MacroF1,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.043928821392331674,-0.057786787832263146,-0.03097251744512244,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.043928821392331674
SP,MacroF1,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.04967537945151741,-0.06281011167331364,-0.0396796813495501,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04967537945151741
SP,MacroF1,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.0008766375985937269,-0.020240904653330057,0.025555995367862593,26.0,0.921875,0.943359375,0.054545454545454564,1,10000,True,0.921875,0.943359375,n.s.,n.s.,True,,0.921875,0.921875,0.0008766375985937269
SP,MacroF1,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.03318203563826249,-0.05866132351713236,-0.007270127286345604,8.0,0.048828125,0.044921875,-0.7090909090909091,-1,10000,True,0.146484375,0.134765625,n.s.,n.s.,True,,0.048828125,0.146484375,-0.03318203563826249
SP,MacroAUC,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.02925591925747454,0.025374140330027387,0.03392744693678155,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.02925591925747454
SP,MacroAUC,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.03393401494810512,0.025905538307975116,0.04173541319348636,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03393401494810512
SP,MacroAUC,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.037064704174643484,0.028460193569931957,0.04649962450640043,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.037064704174643484
SP,MacroAUC,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.036724572245804186,0.029594244604249496,0.044493325760803636,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.036724572245804186
SP,MacroAUC,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.02941724063278479,0.020306498221742218,0.03940758455831315,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.02941724063278479
SP,MacroAUC,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.022450283837516273,0.012760328207734421,0.03152632548399118,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.00390625,0.01171875,0.022450283837516273
SP,MacroAUC,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.04739075440659687,-0.05320003133027161,-0.04225782770880628,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04739075440659687
SP,MacroAUC,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.024838078317628454,-0.029298215252201398,-0.020470262235887673,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.024838078317628454
SP,MacroAUC,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.02563241435372051,-0.037286081748774666,-0.013437620146844664,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.005859375,0.01171875,-0.02563241435372051
SP,MacroAUC,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.024614987528719524,-0.03340240084044382,-0.014381040448527524,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.024614987528719524
SP,MacroAUC,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.03439629796769885,-0.04484950857010205,-0.02507360947537473,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03439629796769885
SP,MacroAUC,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.03361896205429946,-0.04471239434414559,-0.022743029892965855,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.03361896205429946
SP,MacroAUC,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.026979168084266904,-0.04425646283554465,-0.012748200214359849,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.03515625,0.03515625,-*,-*,True,,0.005859375,0.03515625,-0.026979168084266904
SP,MacroAUC,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.018684572545721166,-0.03405706456064067,-0.004288137662961407,10.0,0.083984375,0.056640625,-0.6363636363636364,-1,10000,True,0.3359375,0.2265625,n.s.,n.s.,True,,0.083984375,0.3359375,-0.018684572545721166
SP,MacroAUC,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.01451246480391325,-0.029094699352622457,0.0001544120923094514,13.0,0.16015625,0.1015625,-0.5272727272727273,-1,10000,True,0.48046875,0.3046875,n.s.,n.s.,True,,0.16015625,0.48046875,-0.01451246480391325
SP,MacroAUC,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.023405626175263917,-0.038642131239165586,-0.00631391871645313,7.0,0.037109375,0.029296875,-0.7454545454545455,-1,10000,True,0.185546875,0.146484375,n.s.,n.s.,True,,0.037109375,0.185546875,-0.023405626175263917
SP,MacroAUC,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.00984301511495007,-0.002095918281951307,0.023508488513584568,16.0,0.275390625,0.189453125,0.4181818181818182,1,10000,True,0.55078125,0.37890625,n.s.,n.s.,True,,0.275390625,0.55078125,0.00984301511495007
SP,MacroAUC,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.00851163877703075,-0.0056650987393340076,0.023877986181039885,19.0,0.431640625,0.318359375,0.3090909090909091,1,10000,True,0.55078125,0.37890625,n.s.,n.s.,True,,0.431640625,0.55078125,0.00851163877703075
A,BA,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.025853344533768863,0.0034234606811550336,0.04748188211563617,10.0,0.083984375,0.06640625,0.6363636363636364,1,10000,True,0.083984375,0.06640625,n.s.,n.s.,True,,0.083984375,0.083984375,0.025853344533768863
A,BA,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.07945278367963085,0.05418663276416216,0.10825648330699485,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.07945278367963085
A,BA,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.07836072085862783,0.06526953422670119,0.09058554646899324,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.07836072085862783
A,BA,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.07071913815284156,0.051691396580482454,0.09162847032755558,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.07071913815284156
A,BA,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.04776016208996778,0.02542292954575056,0.07105479493988898,3.0,0.009765625,0.0078125,0.8909090909090909,1,10000,True,0.029296875,0.0234375,+*,+*,True,,0.009765625,0.029296875,0.04776016208996778
A,BA,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.039108973580923724,0.018652051940372356,0.05966865780581755,4.0,0.013671875,0.01171875,0.8545454545454545,1,10000,True,0.029296875,0.0234375,+*,+*,True,,0.013671875,0.029296875,0.039108973580923724
A,BA,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.08822699799839363,-0.10368974537785548,-0.07212287139401348,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08822699799839363
A,BA,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.0022223274490032587,-0.018031982583751556,0.015627601572547615,22.0,0.625,0.814453125,-0.19999999999999996,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.625,1.0,-0.0022223274490032587
A,BA,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.025076877650708797,-0.049089445971333814,-0.005017155768463899,7.0,0.037109375,0.041015625,-0.7454545454545455,-1,10000,True,0.185546875,0.205078125,n.s.,n.s.,True,,0.037109375,0.185546875,-0.025076877650708797
A,BA,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.0072067468897051125,-0.02411226489648244,0.00803740108184584,22.0,0.625,0.462890625,-0.19999999999999996,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.625,1.0,-0.0072067468897051125
A,BA,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.0059390341727366845,-0.027519340774573187,0.017378097710663613,22.0,0.625,0.62890625,-0.19999999999999996,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.625,1.0,-0.0059390341727366845
A,BA,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.02386529830741772,-0.05064202280869384,0.0009080264725724512,13.0,0.16015625,0.134765625,-0.5272727272727273,-1,10000,True,0.640625,0.5390625,n.s.,n.s.,True,,0.16015625,0.640625,-0.02386529830741772
A,BA,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.1667595761714928,-0.1820590044723492,-0.15161887489641915,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.1667595761714928
A,BA,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.08817171955995284,-0.10856513997127537,-0.06758354199326469,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.08817171955995284
A,BA,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.055567561571929436,-0.08306744959668974,-0.028983894201671117,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.055567561571929436
A,BA,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.08908268416798819,-0.11558293160576803,-0.05818858857688456,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.00390625,0.01171875,-0.08908268416798819
A,BA,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.049925504735147654,-0.0698875793987954,-0.0248371832887186,4.0,0.013671875,0.009765625,-0.8545454545454545,-1,10000,True,0.013671875,0.01171875,-*,-*,True,,0.013671875,0.013671875,-0.049925504735147654
A,BA,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.06932395800502156,-0.10192890667042155,-0.04244317331087617,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.06932395800502156
A,MacroF1,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.1307876403223595,0.11275180526368121,0.149473893884271,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.1307876403223595
A,MacroF1,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.16886151888322923,0.15486526222404265,0.18318966308857615,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.16886151888322923
A,MacroF1,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.13135337660001137,0.12142580240855894,0.1401970537774297,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.13135337660001137
A,MacroF1,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.10026489121136492,0.08821475086274576,0.1134282890470061,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.10026489121136492
A,MacroF1,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.04388545606992615,0.03475660372044761,0.05256089662146579,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.04388545606992615
A,MacroF1,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.038438010144292954,0.027490046173260552,0.0481877822826966,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.038438010144292954
A,MacroF1,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.12611790141212614,-0.1394058963797619,-0.11100915051038582,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.12611790141212614
A,MacroF1,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.003974169607015058,-0.0038301595707836847,0.01264661289615989,20.0,0.4921875,0.384765625,0.2727272727272727,1,10000,True,0.984375,0.76953125,n.s.,n.s.,True,,0.4921875,0.984375,0.003974169607015058
A,MacroF1,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.005794066961414032,-0.01216484905968632,-0.0001965548384257854,14.0,0.193359375,0.11328125,-0.49090909090909096,-1,10000,True,0.580078125,0.33984375,n.s.,n.s.,True,,0.193359375,0.580078125,-0.005794066961414032
A,MacroF1,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.003032606407906696,-0.011123763212016467,0.005271991373441544,20.0,0.4921875,0.49609375,-0.2727272727272727,-1,10000,True,0.984375,0.76953125,n.s.,n.s.,True,,0.4921875,0.984375,-0.003032606407906696
A,MacroF1,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.00893085285971332,-0.012932911003124376,-0.005251945267165681,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.00893085285971332
A,MacroF1,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.013340649768908364,-0.022762777448880483,-0.003059280142959263,8.0,0.048828125,0.037109375,-0.7090909090909091,-1,10000,True,0.1953125,0.1484375,n.s.,n.s.,True,,0.048828125,0.1953125,-0.013340649768908364
A,MacroF1,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.16665539888958042,-0.18246975069204086,-0.14983382448926685,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.16665539888958042
A,MacroF1,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.013839275136580936,-0.029275692937024617,0.0024404715656490155,13.0,0.16015625,0.13671875,-0.5272727272727273,-1,10000,True,0.392578125,0.392578125,n.s.,n.s.,True,,0.16015625,0.392578125,-0.013839275136580936
A,MacroF1,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.011718130596979182,-0.024659358613872917,0.0020685182051967638,12.0,0.130859375,0.130859375,-0.5636363636363637,-1,10000,True,0.392578125,0.392578125,n.s.,n.s.,True,,0.130859375,0.392578125,-0.011718130596979182
A,MacroF1,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.02531695173657978,-0.03546118894799825,-0.014559674651688411,2.0,0.005859375,0.005859375,-0.9272727272727272,-1,10000,True,0.029296875,0.029296875,-*,-*,True,,0.005859375,0.029296875,-0.02531695173657978
A,MacroF1,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.009331137240053,-0.0256057275641289,0.007542422212012117,18.0,0.375,0.326171875,-0.34545454545454546,-1,10000,True,0.392578125,0.392578125,n.s.,n.s.,True,,0.375,0.392578125,-0.009331137240053
A,MacroF1,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.016249588573074923,-0.026573997045575497,-0.006765467869260555,5.0,0.01953125,0.015625,-0.8181818181818181,-1,10000,True,0.078125,0.0625,n.s.,n.s.,True,,0.01953125,0.078125,-0.016249588573074923
A,MacroAUC,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.03842152319643869,0.031425125844411365,0.04637544129706745,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03842152319643869
A,MacroAUC,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.03548994170330544,0.028763357890856177,0.04182481948434997,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03548994170330544
A,MacroAUC,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.03877504597551974,0.031882840640765624,0.04681962343201283,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.03877504597551974
A,MacroAUC,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.021746323912715082,0.015218556124585983,0.02723171533115633,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.021746323912715082
A,MacroAUC,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.013448221679437655,0.0014979589477295792,0.0235593280189324,10.0,0.083984375,0.056640625,0.6363636363636364,1,10000,True,0.083984375,0.056640625,n.s.,n.s.,True,,0.083984375,0.083984375,0.013448221679437655
A,MacroAUC,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.007814534969073162,0.0037529713729931653,0.012080887288684727,4.0,0.013671875,0.009765625,0.8545454545454545,1,10000,True,0.02734375,0.01953125,+*,+*,True,,0.013671875,0.02734375,0.007814534969073162
A,MacroAUC,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.04025603312815425,-0.0465926622858401,-0.03349689264811768,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.04025603312815425
A,MacroAUC,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.009787120181581377,-0.017940461312428067,-0.0019596398377494427,10.0,0.083984375,0.060546875,-0.6363636363636364,-1,10000,True,0.12890625,0.08984375,n.s.,n.s.,True,,0.083984375,0.12890625,-0.009787120181581377
A,MacroAUC,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.008561234810987061,-0.014930877058940046,-0.0021901812973145907,9.0,0.064453125,0.044921875,-0.6727272727272727,-1,10000,True,0.12890625,0.08984375,n.s.,n.s.,True,,0.064453125,0.12890625,-0.008561234810987061
A,MacroAUC,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.014917626084711522,-0.022612962978258565,-0.006913359195293211,4.0,0.013671875,0.009765625,-0.8545454545454545,-1,10000,True,0.041015625,0.0390625,-*,-*,True,,0.013671875,0.041015625,-0.014917626084711522
A,MacroAUC,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.012705133090823151,-0.019136724692382052,-0.0058835151315816524,3.0,0.009765625,0.009765625,-0.8909090909090909,-1,10000,True,0.0390625,0.0390625,-*,-*,True,,0.009765625,0.0390625,-0.012705133090823151
A,MacroAUC,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.014647953127301572,-0.019451304500044963,-0.009700706701357505,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.014647953127301572
A,MacroAUC,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.02657074071932456,-0.034187746997028715,-0.01965628171903294,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.02657074071932456
A,MacroAUC,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.004303093951589687,-0.005561276588284547,0.012705425014548353,17.0,0.322265625,0.40625,0.38181818181818183,1,10000,True,0.966796875,0.87890625,n.s.,n.s.,True,,0.322265625,0.966796875,0.004303093951589687
A,MacroAUC,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.014802820183177213,-0.000242338780196262,0.027769839237534313,9.0,0.064453125,0.078125,0.6727272727272727,1,10000,True,0.322265625,0.3125,n.s.,n.s.,True,,0.064453125,0.322265625,0.014802820183177213
A,MacroAUC,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.00029016821760253776,-0.012735346094167833,0.014157171987090114,26.0,0.921875,0.982421875,0.054545454545454564,1,10000,True,0.984375,0.982421875,n.s.,n.s.,True,,0.921875,0.984375,0.00029016821760253776
A,MacroAUC,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.008129559292633115,-0.004976219614329916,0.021401441980586754,20.0,0.4921875,0.29296875,0.2727272727272727,1,10000,True,0.984375,0.87890625,n.s.,n.s.,True,,0.4921875,0.984375,0.008129559292633115
A,MacroAUC,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,-0.014750705631466531,-0.027340590655302015,-0.002094770656186695,9.0,0.064453125,0.05078125,-0.6727272727272727,-1,10000,True,0.322265625,0.25390625,n.s.,n.s.,True,,0.064453125,0.322265625,-0.014750705631466531
AP,BA,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.004998038439617503,-0.01533031785033037,0.025176478816022772,23.0,0.6953125,0.6484375,0.1636363636363637,1,10000,True,0.6953125,0.6484375,n.s.,n.s.,True,,0.6953125,0.6953125,0.004998038439617503
AP,BA,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.10270973463111847,0.08571838812911624,0.11773449574375884,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.10270973463111847
AP,BA,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.06587362472021444,0.037119506982821585,0.08932410163342085,2.0,0.005859375,0.005859375,0.9272727272727272,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.005859375,0.01171875,0.06587362472021444
AP,BA,SCE,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.06761930282315273,0.048980811480108445,0.08810145201032903,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.06761930282315273
AP,BA,SCE,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.051875713953217786,0.037581817776645016,0.06646549157869425,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.051875713953217786
AP,BA,SCE,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.060468121849239366,0.03212183192239481,0.08879932736648245,1.0,0.00390625,0.00390625,0.9636363636363636,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.00390625,0.01171875,0.060468121849239366
AP,BA,ELR,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.07762413314170949,-0.10126070180344977,-0.050710682274535054,1.0,0.00390625,0.00390625,-0.9636363636363636,-1,10000,True,0.0234375,0.0234375,-*,-*,True,,0.00390625,0.0234375,-0.07762413314170949
AP,BA,ELR,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.0035405360792621467,-0.009513390015523844,0.016107737428296468,20.0,0.4921875,0.61328125,0.2727272727272727,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.4921875,1.0,0.0035405360792621467
AP,BA,ELR,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.007994935577165208,-0.006047971801179807,0.022672316156131078,19.0,0.431640625,0.328125,0.3090909090909091,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.431640625,1.0,0.007994935577165208
AP,BA,ELR,0.3,"0,1,2,3,4,5,6,7,8,9",10,0.017046513092341557,-0.003295060759264325,0.0377397469035586,16.0,0.275390625,0.154296875,0.4181818181818182,1,10000,True,1.0,0.771484375,n.s.,n.s.,True,,0.275390625,1.0,0.017046513092341557
AP,BA,ELR,0.4,"0,1,2,3,4,5,6,7,8,9",10,-0.002932863450383255,-0.019325734059324983,0.011835829137940991,25.0,0.845703125,0.73828125,-0.09090909090909094,-1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.845703125,1.0,-0.002932863450383255
AP,BA,ELR,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.00876477571495649,-0.011464139236957962,0.030079044238133058,23.0,0.6953125,0.4765625,0.1636363636363637,1,10000,True,1.0,1.0,n.s.,n.s.,True,,0.6953125,1.0,0.00876477571495649
AP,BA,AsyCo,0.0,"0,1,2,3,4,5,6,7,8,9",10,-0.09008685560622745,-0.1205069527315092,-0.060141529688112295,0.0,0.001953125,0.001953125,-1.0,-1,10000,True,0.01171875,0.01171875,-*,-*,True,,0.001953125,0.01171875,-0.09008685560622745
AP,BA,AsyCo,0.1,"0,1,2,3,4,5,6,7,8,9",10,-0.022874080624944487,-0.04974954021222625,0.0014215535280023383,16.0,0.275390625,0.142578125,-0.4181818181818182,-1,10000,True,0.826171875,0.427734375,n.s.,n.s.,True,,0.275390625,0.826171875,-0.022874080624944487
AP,BA,AsyCo,0.2,"0,1,2,3,4,5,6,7,8,9",10,-0.0394088168816923,-0.07130275752892634,-0.00827543728517491,8.0,0.048828125,0.052734375,-0.7090909090909091,-1,10000,True,0.1953125,0.2109375,n.s.,n.s.,True,,0.048828125,0.1953125,-0.0394088168816923
AP,BA,AsyCo,0.3,"0,1,2,3,4,5,6,7,8,9",10,-0.0037246954716239787,-0.03281880236960331,0.026875079088083193,25.0,0.845703125,0.826171875,-0.09090909090909094,-1,10000,True,0.86328125,0.826171875,n.s.,n.s.,True,,0.845703125,0.86328125,-0.0037246954716239787
AP,BA,AsyCo,0.4,"0,1,2,3,4,5,6,7,8,9",10,0.0097873345834192,-0.007941103235360607,0.026817368759490073,19.0,0.431640625,0.30859375,0.3090909090909091,1,10000,True,0.86328125,0.6171875,n.s.,n.s.,True,,0.431640625,0.86328125,0.0097873345834192
AP,BA,AsyCo,0.5,"0,1,2,3,4,5,6,7,8,9",10,0.029214408915080592,0.011159293608707418,0.04852527386128792,5.0,0.01953125,0.015625,0.8181818181818181,1,10000,True,0.09765625,0.078125,n.s.,n.s.,True,,0.01953125,0.09765625,0.029214408915080592
AP,MacroF1,SCE,0.0,"0,1,2,3,4,5,6,7,8,9",10,0.10394140516313607,0.08517157979517619,0.12149510241108628,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.10394140516313607
AP,MacroF1,SCE,0.1,"0,1,2,3,4,5,6,7,8,9",10,0.24621722382240038,0.23428133555703498,0.25862225752050877,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.24621722382240038
AP,MacroF1,SCE,0.2,"0,1,2,3,4,5,6,7,8,9",10,0.17852929613410967,0.16428653331848514,0.1919016876877646,0.0,0.001953125,0.001953125,1.0,1,10000,True,0.01171875,0.01171875,+*,+*,True,,0.001953125,0.01171875,0.17852929613410967
