protocol,metric,tau,rank,method,mean,lo,hi,n,gap_to_next
A,MacroF1,0.4,1,SCE,0.18561009936479456,0.17835278360435142,0.19326100403834726,10,0.043885456069926165
A,MacroF1,0.4,2,baseline,0.1417246432948684,0.13441626288674752,0.14981547923351649,10,0.00893085285971329
A,MacroF1,0.4,3,ELR,0.1327937904351551,0.1257099750056956,0.14145133242295854,10,0.0004002843803397049
A,MacroF1,0.4,4,AsyCo,0.1323935060548154,0.11430826720367608,0.15075068756331875,10,
A,MacroF1,0.5,1,SCE,0.1668939446003283,0.158664909217541,0.17610426917521255,10,0.03843801014429296
A,MacroF1,0.5,2,baseline,0.12845593445603534,0.1191242144069425,0.13837091656368555,10,0.013340649768908364
A,MacroF1,0.5,3,ELR,0.11511528468712698,0.10517937885704605,0.12502109469613376,10,0.0029089388041665665
A,MacroF1,0.5,4,AsyCo,0.11220634588296041,0.10443969304447848,0.11952104457262738,10,
A,MacroAUC,0.0,1,SCE,0.938875704994971,0.9333598929418112,0.9442531344999828,10,0.038421523196438656
A,MacroAUC,0.0,2,baseline,0.9004541817985323,0.8900299023234368,0.9094913482481694,10,0.02657074071932486
A,MacroAUC,0.0,3,AsyCo,0.8738834410792075,0.8680649638540526,0.8799354069624913,10,0.01368529240882943
A,MacroAUC,0.0,4,ELR,0.860198148670378,0.8453133294989179,0.873511530279652,10,
A,MacroAUC,0.1,1,SCE,0.8768951323504138,0.865366583086038,0.8877288793429042,10,0.03118684775171565
A,MacroAUC,0.1,2,AsyCo,0.8457082845986982,0.8364875348758156,0.8551129566302885,10,0.004303093951589787
A,MacroAUC,0.1,3,baseline,0.8414051906471084,0.8324667602158922,0.8502209081032277,10,0.009787120181581344
A,MacroAUC,0.1,4,ELR,0.831618070465527,0.817634333606791,0.8453391546506154,10,
A,MacroAUC,0.2,1,SCE,0.8601246801729566,0.8481006530448784,0.8723893970157199,10,0.023972225792342372
A,MacroAUC,0.2,2,AsyCo,0.8361524543806143,0.8246341908863869,0.8476513175965544,10,0.014802820183177245
A,MacroAUC,0.2,3,baseline,0.821349634197437,0.8058102674353886,0.8364943282681782,10,0.00856123481098714
A,MacroAUC,0.2,4,ELR,0.8127883993864499,0.7985949427152941,0.8267029709254639,10,
A,MacroAUC,0.3,1,SCE,0.8372152233085759,0.8234311631018023,0.8487563393268869,10,0.021456155695112722
A,MacroAUC,0.3,2,AsyCo,0.8157590676134632,0.8040157617742106,0.8285581523125496,10,0.0002901682176024156
A,MacroAUC,0.3,3,baseline,0.8154688993958608,0.8027369358820439,0.8259352215618189,10,0.014917626084711477
A,MacroAUC,0.3,4,ELR,0.8005512733111493,0.7856296900255949,0.814107264257415,10,
A,MacroAUC,0.4,1,SCE,0.8112635381134723,0.7965376330149069,0.8270653891221657,10,0.005318662386804562
