protocol,method,tau,epoch,n,nta,nta_lo,nta_hi,lnmr,lnmr_lo,lnmr_hi
SP,ELR,0.3,30,10,0.08949316674982122,0.08004090546978389,0.1008522895820574,0.2971639294131055,0.2722136045170319,0.32344717961996067
SP,ELR,0.3,60,10,0.09351111135504549,0.08501124368720402,0.1015994740811333,0.38017819056359653,0.3472037319494673,0.41407535714884064
SP,ELR,0.3,90,10,0.10294229854155228,0.09949164670173874,0.10693558724555223,0.5067514328929767,0.47842031104833,0.5356176022432431
SP,ELR,0.3,120,10,0.10727346819705268,0.10486118132081877,0.10971672896732236,0.6102583508223947,0.5839831864039221,0.6352688407058327
SP,ELR,0.3,149,10,0.10626245165987502,0.10396708350574464,0.10857268163498596,0.6532924940559091,0.6206651881609616,0.683382784614009
SP,ELR,0.4,0,10,0.05390559980079247,0.03909533188243771,0.06900271452551662,0.12142738740385214,0.0956218234790546,0.15138684958191168
SP,ELR,0.4,30,10,0.07220552402164292,0.06461330137805174,0.08021674412001494,0.23988628837363374,0.2060420991691761,0.2747104798023124
SP,ELR,0.4,60,10,0.08173766345881263,0.07500993604877564,0.08863645834029155,0.32032919784519764,0.29999586387429517,0.34057596595596007
SP,ELR,0.4,90,10,0.08723936609701981,0.0815647843671143,0.09321683683776892,0.42320374677357264,0.388018787637328,0.4614241443004743
SP,ELR,0.4,120,10,0.09945237063723941,0.09602056831835037,0.10285911718022175,0.5379394870132456,0.5078471714506724,0.5675851720614284
SP,ELR,0.4,149,10,0.10072798530565082,0.09630572193062265,0.1053448995388493,0.5734849389619951,0.5416231773502703,0.6027039237671966
SP,ELR,0.5,0,10,0.055568597703074187,0.048243694643970395,0.06340245591178655,0.12145627618411343,0.10749282572155772,0.13888224925595888
SP,ELR,0.5,30,10,0.07092312819300349,0.06582310843351474,0.07594587049355497,0.2470806831067367,0.23277421877710877,0.2631882559658055
SP,ELR,0.5,60,10,0.07574711443944923,0.07115675686046499,0.0804197435241992,0.358338943555033,0.3416481618953638,0.3769302308105594
SP,ELR,0.5,90,10,0.08292550982934077,0.07934112138549657,0.08673498348150692,0.43781748389360614,0.42373962631467427,0.4539208688416204
SP,ELR,0.5,120,10,0.09311910916319818,0.08924735819323151,0.09711598371055659,0.5528404882116021,0.5292638311812761,0.578770446308953
SP,ELR,0.5,149,10,0.09493963318076519,0.09097631961967081,0.0985344668080112,0.5882434185137846,0.5675229139900693,0.6097109547739028
SP,SCE,0.1,0,10,0.20796928439601628,0.12883970453765498,0.2955262037116519,0.25892715901808583,0.20286258469681126,0.31929219704301065
SP,SCE,0.1,30,10,0.4544953439724472,0.41427288406060914,0.4925020840383745,0.33276496356722596,0.3185498289184404,0.3453205458687243
SP,SCE,0.1,60,10,0.4349080317548132,0.4117148003532044,0.4548347525129169,0.42264715253135127,0.4007299282903824,0.44436615373155336
SP,SCE,0.1,90,10,0.4634770190975644,0.45137075839059376,0.47448732845975583,0.47234665289017463,0.45928869742901,0.4845899355273447
SP,SCE,0.1,120,10,0.41251157190711635,0.3958221415764651,0.43010208069112543,0.5517637862622067,0.5297274997353274,0.5722056883286117
SP,SCE,0.1,149,10,0.401223186319828,0.3844100951000727,0.4180540157388853,0.5690694601320456,0.5468609100621135,0.5889674475012951
SP,SCE,0.2,0,10,0.183024437929838,0.13504338057602117,0.2346579407373056,0.2593183598864969,0.19199809882861715,0.33197955820719033
SP,SCE,0.2,30,10,0.4172101221072963,0.36795174002826775,0.45904291045137463,0.3446574336634426,0.33022210580517636,0.3587157948661231
SP,SCE,0.2,60,10,0.40575120577165336,0.3866383951662865,0.42515326615935767,0.40781777091996263,0.39525448105681144,0.41907558856895033
SP,SCE,0.2,90,10,0.3873036024548594,0.36193582493590964,0.4093304830300991,0.5222504302174095,0.49893373069147684,0.5466781052570644
SP,SCE,0.2,120,10,0.3360032395402188,0.3118531181515486,0.35892466442270016,0.610620414777438,0.58927252182639,0.6363073004576613
SP,SCE,0.2,149,10,0.3197708895490695,0.30965086717913964,0.33344600842669336,0.6371143247024332,0.6273177342091963,0.6462915677406758
SP,SCE,0.3,0,10,0.1611529888369238,0.09946031555620449,0.24907268208129277,0.29490006518720824,0.23372238751039295,0.34883029077218985
SP,SCE,0.3,30,10,0.3175302927737853,0.2920635137434561,0.3427042644612691,0.36672662907873965,0.34503909130160415,0.38812827000829503
SP,SCE,0.3,60,10,0.32218837609122203,0.29095705586176157,0.3497496025983919,0.45902222554209515,0.43402696596097873,0.48623608205115454
SP,SCE,0.3,90,10,0.2966723234824139,0.2783272156026461,0.31607493443702417,0.5579785461982725,0.5429599452570251,0.5742814466660828
SP,SCE,0.3,120,10,0.2884172411643203,0.27023608234399854,0.30914205858002375,0.6368378070369017,0.6164312475693109,0.6558753960766832
SP,SCE,0.3,149,10,0.26979344787460696,0.2606392029962158,0.2805334117471124,0.6701167640844659,0.6587405926757969,0.6798860916158789
SP,SCE,0.4,0,10,0.14731148278021083,0.0829966126931629,0.22987054076204455,0.2408178029469059,0.18665676989654534,0.29692692890639394
SP,SCE,0.4,30,10,0.221560417750583,0.18904652824210108,0.2543384995841653,0.42034887890565675,0.3862546924246642,0.45062849808776145
SP,SCE,0.4,60,10,0.226890345739519,0.20423027247257625,0.24529725838497735,0.46878029537071225,0.4407050321877508,0.49335401336579027
SP,SCE,0.4,90,10,0.2520376929889125,0.22839038481812265,0.2841888556082076,0.57705735102178,0.5492845276691135,0.5960880427148618
SP,SCE,0.4,120,10,0.22615173050821974,0.21043616231738624,0.24292951439481728,0.6728936568974621,0.6558222254581912,0.6895769117475534
SP,SCE,0.4,149,10,0.2195335429494835,0.20807882936886818,0.23032948000010348,0.6947019820244724,0.6834236044315581,0.7059483857199418
SP,SCE,0.5,0,10,0.13683364431966488,0.09041781464187251,0.20781972865903678,0.24706072378977245,0.1918994397251507,0.29884577717510513
SP,SCE,0.5,30,10,0.22107395899992496,0.17516251067653377,0.281164375586299,0.40337973721318693,0.3553914508759031,0.449519935915039
SP,SCE,0.5,60,10,0.17612196766394012,0.153815388825065,0.19862338892127432,0.508121924508633,0.4808594590092083,0.5339298348278048
SP,SCE,0.5,90,10,0.1994478649690417,0.17910304147038314,0.22420690752297137,0.5826683097282658,0.5618141733299059,0.6023128675734659
SP,SCE,0.5,120,10,0.19539059032988176,0.18520506983822546,0.20537908164947322,0.676924989086079,0.6625591709108765,0.6904890182543316
SP,SCE,0.5,149,10,0.19519701328374933,0.18427396416932204,0.20523518188491888,0.6958545038527929,0.6829209537053281,0.7086655954167688
SP,baseline,0.1,0,10,0.0628487335168866,0.05167080349481249,0.07471082764983267,0.1371485938194835,0.11743747987761788,0.16148293096766672
SP,baseline,0.1,30,10,0.10495153689807077,0.09544874574329415,0.11524515167112961,0.38637402822260825,0.3371998779776073,0.43420149773476313
SP,baseline,0.1,60,10,0.12009156322931328,0.10987169110039542,0.13501482394837105,0.4950842422977841,0.44866472964710963,0.5492591162076564
SP,baseline,0.1,90,10,0.12148942509549254,0.11645692039467269,0.12662548100490276,0.6593093887849671,0.6257751927890903,0.688595560318315
SP,baseline,0.1,120,10,0.11797776716379844,0.11078851207112009,0.12575952642571042,0.7400423540368372,0.7215915013722574,0.7602377292878824
SP,baseline,0.1,149,10,0.116467100578356,0.10930941774991704,0.12225359356484776,0.759431361042846,0.7415945543197006,0.7788763861283509
SP,baseline,0.2,0,10,0.059148100969380425,0.05236115620972458,0.06637500144220439,0.13377791292670294,0.11355177610036632,0.15995967451808288
SP,baseline,0.2,30,10,0.11062351960979615,0.10093781697513883,0.12027480273262169,0.4112461699081361,0.36321267249327027,0.4601854034879633
SP,baseline,0.2,60,10,0.11123676312547304,0.10566715627955008,0.11567952966906378,0.5266756225399954,0.49927523459529183,0.5547324638250034
SP,baseline,0.2,90,10,0.11327862648244913,0.10901502188221115,0.11755544677101028,0.6303326262893983,0.6101257790603191,0.6486209264292248
SP,baseline,0.2,120,10,0.11522670743323078,0.10864953927342326,0.12127172018865451,0.7182512147894309,0.7029684370412319,0.7339595855960388
SP,baseline,0.2,149,10,0.1107922599512547,0.10542371480469401,0.11573303246480114,0.7441306773350315,0.7320766934491819,0.7582867575686807
SP,baseline,0.3,0,10,0.046912730936321624,0.0387810830258245,0.05508681793698672,0.11020297051229677,0.09993885134837194,0.12132515543839122
SP,baseline,0.3,30,10,0.09290106559037266,0.08569478630008552,0.10046542368703447,0.3303613531035862,0.2956278431790493,0.36711422763928486
SP,baseline,0.3,60,10,0.10447035808171493,0.09720338906000964,0.1109116685707224,0.45066313095347715,0.41793267555880476,0.48985713084594007
SP,baseline,0.3,90,10,0.1068295882421741,0.10479175459057709,0.10875490982828848,0.583746059833057,0.5594775559748699,0.6043589427299779
SP,baseline,0.3,120,10,0.1073840340040686,0.10404316957077783,0.11084392251166103,0.6709847116758587,0.649254391836965,0.6903825328823017
SP,baseline,0.3,149,10,0.10987458422329274,0.10687438771360885,0.11316486145995783,0.6965155470463081,0.6795641561280555,0.7124463251843223
SP,baseline,0.4,0,10,0.057118725549124026,0.041746214525987715,0.07245881828222557,0.11123209052064338,0.09012073836724849,0.13600134300408556
SP,baseline,0.4,30,10,0.08621252215459171,0.07780172225224247,0.09458913003229247,0.3065104913046444,0.26599873129947615,0.35343819611479943
SP,baseline,0.4,60,10,0.09734052167569454,0.09220228807090385,0.10332715369025561,0.4359066262515109,0.41396971812232464,0.45702363131019086
SP,baseline,0.4,90,10,0.10579085726046651,0.10154014796734841,0.10978466097150323,0.5520396245525931,0.5308354936592197,0.5731371027398372
SP,baseline,0.4,120,10,0.110824770224458,0.10596125808519635,0.11526043629071635,0.6338811381716105,0.6147856036287381,0.6545907207515244
SP,baseline,0.4,149,10,0.11097463778245956,0.10573814157139581,0.11592429631717122,0.6526401184783144,0.6379467829992558,0.6689366248857116
SP,baseline,0.5,0,10,0.056890919712069735,0.0501850604912548,0.06393917726259324,0.1138810816521765,0.10520564456867568,0.12250688240497538
SP,baseline,0.5,30,10,0.08412013108901814,0.07842307803518007,0.09013134204278556,0.2971998155870931,0.26570427134049923,0.3246341892981031
SP,baseline,0.5,60,10,0.09505409487293814,0.08920300009781218,0.10103423215261238,0.4167181665850065,0.37563445404711265,0.4584922022139088
SP,baseline,0.5,90,10,0.11013223866877028,0.10120413446425917,0.11929490356178593,0.5156601701123702,0.4898758640747637,0.5412586979162765
SP,baseline,0.5,120,10,0.11672547673668543,0.11116194478498029,0.12186035009278443,0.6100792913772619,0.5834222412159551,0.6343520917854781
SP,baseline,0.5,149,10,0.12024769790808428,0.11488112896962938,0.12487286120028586,0.6354831175454496,0.6123243249646927,0.65748751467551
