protocol,method,tau,true_class,pred_class,count,rate
A,AsyCo,0.5,df,vasc,7.0,0.0958904109589041
A,AsyCo,0.5,df,df,27.0,0.3698630136986301
AP,baseline,0.0,nv,nv,3364.0,0.6226170645937442
AP,baseline,0.0,nv,bkl,351.0,0.06496390893947807
AP,baseline,0.0,nv,mel,1220.0,0.2258004812141403
AP,baseline,0.0,nv,bcc,158.0,0.029243013140847676
AP,baseline,0.0,nv,akiec,128.0,0.023690542291319637
AP,baseline,0.0,nv,vasc,64.0,0.011845271145659819
AP,baseline,0.0,nv,df,118.0,0.021839718674810292
AP,baseline,0.0,bkl,nv,7.0,0.009628610729023384
AP,baseline,0.0,bkl,bkl,466.0,0.640990371389271
AP,baseline,0.0,bkl,mel,120.0,0.16506189821182943
AP,baseline,0.0,bkl,bcc,32.0,0.04401650618982118
AP,baseline,0.0,bkl,akiec,81.0,0.11141678129298486
AP,baseline,0.0,bkl,vasc,1.0,0.001375515818431912
AP,baseline,0.0,bkl,df,20.0,0.027510316368638238
AP,baseline,0.0,mel,nv,12.0,0.019543973941368076
AP,baseline,0.0,mel,bkl,39.0,0.06351791530944625
AP,baseline,0.0,mel,mel,485.0,0.7899022801302932
AP,baseline,0.0,mel,bcc,25.0,0.04071661237785016
AP,baseline,0.0,mel,akiec,46.0,0.0749185667752443
AP,baseline,0.0,mel,vasc,4.0,0.006514657980456026
AP,baseline,0.0,mel,df,3.0,0.004885993485342019
AP,baseline,0.0,bcc,nv,0.0,0.0
AP,baseline,0.0,bcc,bkl,6.0,0.01834862385321101
AP,baseline,0.0,bcc,mel,15.0,0.045871559633027525
AP,baseline,0.0,bcc,bcc,276.0,0.8440366972477065
AP,baseline,0.0,bcc,akiec,27.0,0.08256880733944955
AP,baseline,0.0,bcc,vasc,2.0,0.0061162079510703364
AP,baseline,0.0,bcc,df,1.0,0.0030581039755351682
AP,baseline,0.0,akiec,nv,0.0,0.0
AP,baseline,0.0,akiec,bkl,21.0,0.09210526315789473
AP,baseline,0.0,akiec,mel,13.0,0.05701754385964912
AP,baseline,0.0,akiec,bcc,20.0,0.08771929824561403
AP,baseline,0.0,akiec,akiec,171.0,0.75
AP,baseline,0.0,akiec,vasc,0.0,0.0
AP,baseline,0.0,akiec,df,3.0,0.013157894736842105
AP,baseline,0.0,vasc,nv,1.0,0.01020408163265306
AP,baseline,0.0,vasc,bkl,1.0,0.01020408163265306
AP,baseline,0.0,vasc,mel,1.0,0.01020408163265306
AP,baseline,0.0,vasc,bcc,4.0,0.04081632653061224
AP,baseline,0.0,vasc,akiec,1.0,0.01020408163265306
AP,baseline,0.0,vasc,vasc,88.0,0.8979591836734694
AP,baseline,0.0,vasc,df,2.0,0.02040816326530612
AP,baseline,0.0,df,nv,1.0,0.0136986301369863
AP,baseline,0.0,df,bkl,7.0,0.0958904109589041
AP,baseline,0.0,df,mel,6.0,0.0821917808219178
AP,baseline,0.0,df,bcc,3.0,0.0410958904109589
AP,baseline,0.0,df,akiec,5.0,0.0684931506849315
AP,baseline,0.0,df,vasc,0.0,0.0
AP,baseline,0.0,df,df,51.0,0.6986301369863014
AP,baseline,0.1,nv,nv,78.0,0.014436424208772903
AP,baseline,0.1,nv,bkl,889.0,0.1645382195076809
AP,baseline,0.1,nv,mel,2555.0,0.4728854340181381
AP,baseline,0.1,nv,bcc,428.0,0.07921525078660004
AP,baseline,0.1,nv,akiec,353.0,0.06533407366277993
AP,baseline,0.1,nv,vasc,606.0,0.1121599111604664
AP,baseline,0.1,nv,df,494.0,0.09143068665556173
AP,baseline,0.1,bkl,nv,1.0,0.001375515818431912
AP,baseline,0.1,bkl,bkl,426.0,0.5859697386519945
AP,baseline,0.1,bkl,mel,84.0,0.1155433287482806
AP,baseline,0.1,bkl,bcc,56.0,0.07702888583218707
AP,baseline,0.1,bkl,akiec,124.0,0.17056396148555708
AP,baseline,0.1,bkl,vasc,7.0,0.009628610729023384
AP,baseline,0.1,bkl,df,29.0,0.039889958734525444
AP,baseline,0.1,mel,nv,0.0,0.0
AP,baseline,0.1,mel,bkl,78.0,0.1270358306188925
AP,baseline,0.1,mel,mel,394.0,0.6416938110749185
AP,baseline,0.1,mel,bcc,38.0,0.06188925081433225
AP,baseline,0.1,mel,akiec,90.0,0.1465798045602606
AP,baseline,0.1,mel,vasc,5.0,0.008143322475570033
AP,baseline,0.1,mel,df,9.0,0.014657980456026058
AP,baseline,0.1,bcc,nv,0.0,0.0
AP,baseline,0.1,bcc,bkl,12.0,0.03669724770642202
AP,baseline,0.1,bcc,mel,5.0,0.01529051987767584
AP,baseline,0.1,bcc,bcc,263.0,0.8042813455657493
AP,baseline,0.1,bcc,akiec,38.0,0.1162079510703364
AP,baseline,0.1,bcc,vasc,3.0,0.009174311926605505
AP,baseline,0.1,bcc,df,6.0,0.01834862385321101
AP,baseline,0.1,akiec,nv,0.0,0.0
AP,baseline,0.1,akiec,bkl,17.0,0.07456140350877193
AP,baseline,0.1,akiec,mel,11.0,0.04824561403508772
AP,baseline,0.1,akiec,bcc,24.0,0.10526315789473684
AP,baseline,0.1,akiec,akiec,163.0,0.7149122807017544
AP,baseline,0.1,akiec,vasc,2.0,0.008771929824561403
AP,baseline,0.1,akiec,df,11.0,0.04824561403508772
AP,baseline,0.1,vasc,nv,1.0,0.01020408163265306
AP,baseline,0.1,vasc,bkl,2.0,0.02040816326530612
AP,baseline,0.1,vasc,mel,1.0,0.01020408163265306
AP,baseline,0.1,vasc,bcc,8.0,0.08163265306122448
AP,baseline,0.1,vasc,akiec,3.0,0.030612244897959183
AP,baseline,0.1,vasc,vasc,80.0,0.8163265306122449
AP,baseline,0.1,vasc,df,3.0,0.030612244897959183
AP,baseline,0.1,df,nv,0.0,0.0
AP,baseline,0.1,df,bkl,6.0,0.0821917808219178
AP,baseline,0.1,df,mel,4.0,0.0547945205479452
AP,baseline,0.1,df,bcc,7.0,0.0958904109589041
AP,baseline,0.1,df,akiec,5.0,0.0684931506849315
AP,baseline,0.1,df,vasc,1.0,0.0136986301369863
AP,baseline,0.1,df,df,50.0,0.684931506849315
AP,baseline,0.2,nv,nv,41.0,0.0075883768276883215
AP,baseline,0.2,nv,bkl,1028.0,0.19026466777716083
AP,baseline,0.2,nv,mel,2251.0,0.41662039607625395
AP,baseline,0.2,nv,bcc,526.0,0.09735332222839163
AP,baseline,0.2,nv,akiec,367.0,0.06792522672589302
AP,baseline,0.2,nv,vasc,642.0,0.11882287617990006
AP,baseline,0.2,nv,df,548.0,0.10142513418471219
AP,baseline,0.2,bkl,nv,0.0,0.0
AP,baseline,0.2,bkl,bkl,411.0,0.5653370013755158
AP,baseline,0.2,bkl,mel,77.0,0.10591471801925723
AP,baseline,0.2,bkl,bcc,61.0,0.08390646492434663
AP,baseline,0.2,bkl,akiec,138.0,0.18982118294360384
AP,baseline,0.2,bkl,vasc,7.0,0.009628610729023384
AP,baseline,0.2,bkl,df,33.0,0.0453920220082531
AP,baseline,0.2,mel,nv,0.0,0.0
AP,baseline,0.2,mel,bkl,92.0,0.1498371335504886
AP,baseline,0.2,mel,mel,348.0,0.5667752442996743
AP,baseline,0.2,mel,bcc,48.0,0.0781758957654723
AP,baseline,0.2,mel,akiec,91.0,0.1482084690553746
AP,baseline,0.2,mel,vasc,12.0,0.019543973941368076
AP,baseline,0.2,mel,df,23.0,0.03745928338762215
AP,baseline,0.2,bcc,nv,0.0,0.0
AP,baseline,0.2,bcc,bkl,7.0,0.021406727828746176
AP,baseline,0.2,bcc,mel,5.0,0.01529051987767584
AP,baseline,0.2,bcc,bcc,263.0,0.8042813455657493
AP,baseline,0.2,bcc,akiec,34.0,0.10397553516819572
AP,baseline,0.2,bcc,vasc,8.0,0.024464831804281346
AP,baseline,0.2,bcc,df,10.0,0.03058103975535168
AP,baseline,0.2,akiec,nv,0.0,0.0
AP,baseline,0.2,akiec,bkl,14.0,0.06140350877192982
AP,baseline,0.2,akiec,mel,5.0,0.021929824561403508
AP,baseline,0.2,akiec,bcc,32.0,0.14035087719298245
AP,baseline,0.2,akiec,akiec,170.0,0.7456140350877193
AP,baseline,0.2,akiec,vasc,0.0,0.0
AP,baseline,0.2,akiec,df,7.0,0.03070175438596491
AP,baseline,0.2,vasc,nv,0.0,0.0
AP,baseline,0.2,vasc,bkl,1.0,0.01020408163265306
AP,baseline,0.2,vasc,mel,1.0,0.01020408163265306
AP,baseline,0.2,vasc,bcc,9.0,0.09183673469387756
AP,baseline,0.2,vasc,akiec,2.0,0.02040816326530612
AP,baseline,0.2,vasc,vasc,79.0,0.8061224489795918
AP,baseline,0.2,vasc,df,6.0,0.061224489795918366
AP,baseline,0.2,df,nv,0.0,0.0
AP,baseline,0.2,df,bkl,3.0,0.0410958904109589
AP,baseline,0.2,df,mel,3.0,0.0410958904109589
AP,baseline,0.2,df,bcc,11.0,0.1506849315068493
AP,baseline,0.2,df,akiec,3.0,0.0410958904109589
AP,baseline,0.2,df,vasc,1.0,0.0136986301369863
AP,baseline,0.2,df,df,52.0,0.7123287671232876
AP,baseline,0.3,nv,nv,35.0,0.006477882657782714
AP,baseline,0.3,nv,bkl,985.0,0.18230612622617065
AP,baseline,0.3,nv,mel,1984.0,0.3672034055154544
AP,baseline,0.3,nv,bcc,548.0,0.10142513418471219
AP,baseline,0.3,nv,akiec,483.0,0.08939478067740145
AP,baseline,0.3,nv,vasc,817.0,0.15121228946881363
AP,baseline,0.3,nv,df,551.0,0.10198038126966501
AP,baseline,0.3,bkl,nv,0.0,0.0
AP,baseline,0.3,bkl,bkl,363.0,0.49931224209078406
AP,baseline,0.3,bkl,mel,66.0,0.0907840440165062
AP,baseline,0.3,bkl,bcc,79.0,0.10866574965612105
AP,baseline,0.3,bkl,akiec,170.0,0.23383768913342504
AP,baseline,0.3,bkl,vasc,13.0,0.017881705639614855
AP,baseline,0.3,bkl,df,36.0,0.04951856946354883
AP,baseline,0.3,mel,nv,0.0,0.0
AP,baseline,0.3,mel,bkl,122.0,0.1986970684039088
AP,baseline,0.3,mel,mel,273.0,0.44462540716612375
AP,baseline,0.3,mel,bcc,68.0,0.11074918566775244
AP,baseline,0.3,mel,akiec,117.0,0.19055374592833876
AP,baseline,0.3,mel,vasc,13.0,0.021172638436482084
AP,baseline,0.3,mel,df,21.0,0.03420195439739414
AP,baseline,0.3,bcc,nv,0.0,0.0
AP,baseline,0.3,bcc,bkl,9.0,0.027522935779816515
AP,baseline,0.3,bcc,mel,2.0,0.0061162079510703364
AP,baseline,0.3,bcc,bcc,242.0,0.7400611620795107
AP,baseline,0.3,bcc,akiec,53.0,0.1620795107033639
AP,baseline,0.3,bcc,vasc,12.0,0.03669724770642202
AP,baseline,0.3,bcc,df,9.0,0.027522935779816515
AP,baseline,0.3,akiec,nv,0.0,0.0
AP,baseline,0.3,akiec,bkl,10.0,0.043859649122807015
AP,baseline,0.3,akiec,mel,4.0,0.017543859649122806
AP,baseline,0.3,akiec,bcc,31.0,0.13596491228070176
AP,baseline,0.3,akiec,akiec,170.0,0.7456140350877193
AP,baseline,0.3,akiec,vasc,0.0,0.0
AP,baseline,0.3,akiec,df,13.0,0.05701754385964912
AP,baseline,0.3,vasc,nv,0.0,0.0
AP,baseline,0.3,vasc,bkl,0.0,0.0
AP,baseline,0.3,vasc,mel,1.0,0.01020408163265306
AP,baseline,0.3,vasc,bcc,12.0,0.12244897959183673
AP,baseline,0.3,vasc,akiec,3.0,0.030612244897959183
AP,baseline,0.3,vasc,vasc,73.0,0.7448979591836735
AP,baseline,0.3,vasc,df,9.0,0.09183673469387756
AP,baseline,0.3,df,nv,0.0,0.0
AP,baseline,0.3,df,bkl,6.0,0.0821917808219178
AP,baseline,0.3,df,mel,1.0,0.0136986301369863
AP,baseline,0.3,df,bcc,9.0,0.1232876712328767
AP,baseline,0.3,df,akiec,8.0,0.1095890410958904
AP,baseline,0.3,df,vasc,4.0,0.0547945205479452
AP,baseline,0.3,df,df,45.0,0.6164383561643836
AP,baseline,0.4,nv,nv,29.0,0.005367388487877105
AP,baseline,0.4,nv,bkl,998.0,0.1847121969276328
AP,baseline,0.4,nv,mel,1640.0,0.30353507310753286
AP,baseline,0.4,nv,bcc,670.0,0.12400518230612623
AP,baseline,0.4,nv,akiec,511.0,0.09457708680362761
AP,baseline,0.4,nv,vasc,866.0,0.16028132518970942
AP,baseline,0.4,nv,df,689.0,0.12752174717749398
AP,baseline,0.4,bkl,nv,0.0,0.0
AP,baseline,0.4,bkl,bkl,346.0,0.4759284731774415
AP,baseline,0.4,bkl,mel,48.0,0.06602475928473177
AP,baseline,0.4,bkl,bcc,80.0,0.11004126547455295
AP,baseline,0.4,bkl,akiec,198.0,0.2723521320495186
AP,baseline,0.4,bkl,vasc,14.0,0.01925722145804677
AP,baseline,0.4,bkl,df,41.0,0.05639614855570839
AP,baseline,0.4,mel,nv,0.0,0.0
AP,baseline,0.4,mel,bkl,167.0,0.2719869706840391
AP,baseline,0.4,mel,mel,201.0,0.3273615635179153
AP,baseline,0.4,mel,bcc,69.0,0.11237785016286644
AP,baseline,0.4,mel,akiec,129.0,0.21009771986970685
AP,baseline,0.4,mel,vasc,19.0,0.030944625407166124
AP,baseline,0.4,mel,df,29.0,0.04723127035830619
AP,baseline,0.4,bcc,nv,0.0,0.0
AP,baseline,0.4,bcc,bkl,9.0,0.027522935779816515
AP,baseline,0.4,bcc,mel,1.0,0.0030581039755351682
AP,baseline,0.4,bcc,bcc,250.0,0.764525993883792
AP,baseline,0.4,bcc,akiec,51.0,0.1559633027522936
AP,baseline,0.4,bcc,vasc,7.0,0.021406727828746176
AP,baseline,0.4,bcc,df,9.0,0.027522935779816515
AP,baseline,0.4,akiec,nv,0.0,0.0
AP,baseline,0.4,akiec,bkl,12.0,0.05263157894736842
AP,baseline,0.4,akiec,mel,4.0,0.017543859649122806
AP,baseline,0.4,akiec,bcc,34.0,0.14912280701754385
AP,baseline,0.4,akiec,akiec,166.0,0.7280701754385965
AP,baseline,0.4,akiec,vasc,1.0,0.0043859649122807015
AP,baseline,0.4,akiec,df,11.0,0.04824561403508772
AP,baseline,0.4,vasc,nv,0.0,0.0
AP,baseline,0.4,vasc,bkl,1.0,0.01020408163265306
AP,baseline,0.4,vasc,mel,0.0,0.0
AP,baseline,0.4,vasc,bcc,14.0,0.14285714285714285
AP,baseline,0.4,vasc,akiec,4.0,0.04081632653061224
AP,baseline,0.4,vasc,vasc,71.0,0.7244897959183674
AP,baseline,0.4,vasc,df,8.0,0.08163265306122448
AP,baseline,0.4,df,nv,0.0,0.0
AP,baseline,0.4,df,bkl,6.0,0.0821917808219178
AP,baseline,0.4,df,mel,0.0,0.0
AP,baseline,0.4,df,bcc,10.0,0.136986301369863
AP,baseline,0.4,df,akiec,10.0,0.136986301369863
AP,baseline,0.4,df,vasc,1.0,0.0136986301369863
AP,baseline,0.4,df,df,46.0,0.6301369863013698
AP,baseline,0.5,nv,nv,83.0,0.015361836017027578
AP,baseline,0.5,nv,bkl,983.0,0.18193596150286878
AP,baseline,0.5,nv,mel,1370.0,0.2535628354617805
AP,baseline,0.5,nv,bcc,602.0,0.11141958171386267
AP,baseline,0.5,nv,akiec,639.0,0.11826762909494726
AP,baseline,0.5,nv,vasc,978.0,0.1810105496946141
AP,baseline,0.5,nv,df,748.0,0.13844160651489912
AP,baseline,0.5,bkl,nv,0.0,0.0
AP,baseline,0.5,bkl,bkl,287.0,0.3947730398899587
AP,baseline,0.5,bkl,mel,28.0,0.03851444291609354
AP,baseline,0.5,bkl,bcc,107.0,0.14718019257221457
AP,baseline,0.5,bkl,akiec,231.0,0.3177441540577717
AP,baseline,0.5,bkl,vasc,20.0,0.027510316368638238
AP,baseline,0.5,bkl,df,54.0,0.07427785419532325
AP,baseline,0.5,mel,nv,2.0,0.003257328990228013
AP,baseline,0.5,mel,bkl,160.0,0.26058631921824105
AP,baseline,0.5,mel,mel,159.0,0.25895765472312704
AP,baseline,0.5,mel,bcc,70.0,0.11400651465798045
AP,baseline,0.5,mel,akiec,179.0,0.2915309446254072
AP,baseline,0.5,mel,vasc,14.0,0.02280130293159609
AP,baseline,0.5,mel,df,30.0,0.048859934853420196
AP,baseline,0.5,bcc,nv,0.0,0.0
AP,baseline,0.5,bcc,bkl,8.0,0.024464831804281346
AP,baseline,0.5,bcc,mel,2.0,0.0061162079510703364
AP,baseline,0.5,bcc,bcc,216.0,0.6605504587155964
AP,baseline,0.5,bcc,akiec,71.0,0.21712538226299694
AP,baseline,0.5,bcc,vasc,13.0,0.039755351681957186
AP,baseline,0.5,bcc,df,17.0,0.05198776758409786
AP,baseline,0.5,akiec,nv,0.0,0.0
AP,baseline,0.5,akiec,bkl,5.0,0.021929824561403508
AP,baseline,0.5,akiec,mel,2.0,0.008771929824561403
AP,baseline,0.5,akiec,bcc,34.0,0.14912280701754385
AP,baseline,0.5,akiec,akiec,177.0,0.7763157894736842
AP,baseline,0.5,akiec,vasc,1.0,0.0043859649122807015
AP,baseline,0.5,akiec,df,9.0,0.039473684210526314
AP,baseline,0.5,vasc,nv,0.0,0.0
AP,baseline,0.5,vasc,bkl,2.0,0.02040816326530612
AP,baseline,0.5,vasc,mel,1.0,0.01020408163265306
AP,baseline,0.5,vasc,bcc,8.0,0.08163265306122448
AP,baseline,0.5,vasc,akiec,9.0,0.09183673469387756
AP,baseline,0.5,vasc,vasc,67.0,0.6836734693877551
AP,baseline,0.5,vasc,df,11.0,0.11224489795918367
AP,baseline,0.5,df,nv,0.0,0.0
AP,baseline,0.5,df,bkl,3.0,0.0410958904109589
AP,baseline,0.5,df,mel,0.0,0.0
AP,baseline,0.5,df,bcc,10.0,0.136986301369863
AP,baseline,0.5,df,akiec,12.0,0.1643835616438356
AP,baseline,0.5,df,vasc,5.0,0.0684931506849315
AP,baseline,0.5,df,df,43.0,0.589041095890411
AP,SCE,0.0,nv,nv,4467.0,0.8267629094947252
AP,SCE,0.0,nv,bkl,157.0,0.02905793077919674
AP,SCE,0.0,nv,mel,582.0,0.10771793448084398
AP,SCE,0.0,nv,bcc,78.0,0.014436424208772903
AP,SCE,0.0,nv,akiec,69.0,0.012770682953914493
AP,SCE,0.0,nv,vasc,23.0,0.004256894317971497
AP,SCE,0.0,nv,df,27.0,0.004997223764575236
AP,SCE,0.0,bkl,nv,37.0,0.05089408528198074
AP,SCE,0.0,bkl,bkl,508.0,0.6987620357634112
AP,SCE,0.0,bkl,mel,86.0,0.11829436038514443
AP,SCE,0.0,bkl,bcc,18.0,0.024759284731774415
AP,SCE,0.0,bkl,akiec,60.0,0.08253094910591471
AP,SCE,0.0,bkl,vasc,1.0,0.001375515818431912
AP,SCE,0.0,bkl,df,17.0,0.023383768913342505
AP,SCE,0.0,mel,nv,82.0,0.13355048859934854
AP,SCE,0.0,mel,bkl,44.0,0.07166123778501629
AP,SCE,0.0,mel,mel,433.0,0.7052117263843648
AP,SCE,0.0,mel,bcc,24.0,0.03908794788273615
AP,SCE,0.0,mel,akiec,22.0,0.035830618892508145
AP,SCE,0.0,mel,vasc,5.0,0.008143322475570033
AP,SCE,0.0,mel,df,4.0,0.006514657980456026
AP,SCE,0.0,bcc,nv,5.0,0.01529051987767584
AP,SCE,0.0,bcc,bkl,11.0,0.03363914373088685
AP,SCE,0.0,bcc,mel,10.0,0.03058103975535168
AP,SCE,0.0,bcc,bcc,279.0,0.8532110091743119
AP,SCE,0.0,bcc,akiec,17.0,0.05198776758409786
AP,SCE,0.0,bcc,vasc,1.0,0.0030581039755351682
AP,SCE,0.0,bcc,df,4.0,0.012232415902140673
AP,SCE,0.0,akiec,nv,4.0,0.017543859649122806
AP,SCE,0.0,akiec,bkl,21.0,0.09210526315789473
AP,SCE,0.0,akiec,mel,19.0,0.08333333333333333
AP,SCE,0.0,akiec,bcc,24.0,0.10526315789473684
AP,SCE,0.0,akiec,akiec,157.0,0.6885964912280702
AP,SCE,0.0,akiec,vasc,0.0,0.0
AP,SCE,0.0,akiec,df,3.0,0.013157894736842105
AP,SCE,0.0,vasc,nv,6.0,0.061224489795918366
AP,SCE,0.0,vasc,bkl,0.0,0.0
AP,SCE,0.0,vasc,mel,0.0,0.0
AP,SCE,0.0,vasc,bcc,3.0,0.030612244897959183
AP,SCE,0.0,vasc,akiec,2.0,0.02040816326530612
AP,SCE,0.0,vasc,vasc,86.0,0.8775510204081632
AP,SCE,0.0,vasc,df,1.0,0.01020408163265306
AP,SCE,0.0,df,nv,10.0,0.136986301369863
AP,SCE,0.0,df,bkl,0.0,0.0
AP,SCE,0.0,df,mel,6.0,0.0821917808219178
AP,SCE,0.0,df,bcc,6.0,0.0821917808219178
AP,SCE,0.0,df,akiec,5.0,0.0684931506849315
AP,SCE,0.0,df,vasc,0.0,0.0
AP,SCE,0.0,df,df,46.0,0.6301369863013698
AP,SCE,0.1,nv,nv,3514.0,0.6503794188413844
AP,SCE,0.1,nv,bkl,239.0,0.04423468443457339
AP,SCE,0.1,nv,mel,861.0,0.15935591338145474
AP,SCE,0.1,nv,bcc,187.0,0.03461040162872478
AP,SCE,0.1,nv,akiec,184.0,0.034055154543771976
AP,SCE,0.1,nv,vasc,219.0,0.04053303720155469
AP,SCE,0.1,nv,df,199.0,0.036831389968536
AP,SCE,0.1,bkl,nv,27.0,0.037138927097661624
AP,SCE,0.1,bkl,bkl,444.0,0.6107290233837689
AP,SCE,0.1,bkl,mel,107.0,0.14718019257221457
AP,SCE,0.1,bkl,bcc,34.0,0.04676753782668501
AP,SCE,0.1,bkl,akiec,92.0,0.1265474552957359
AP,SCE,0.1,bkl,vasc,3.0,0.0041265474552957355
AP,SCE,0.1,bkl,df,20.0,0.027510316368638238
AP,SCE,0.1,mel,nv,35.0,0.057003257328990226
AP,SCE,0.1,mel,bkl,68.0,0.11074918566775244
AP,SCE,0.1,mel,mel,405.0,0.6596091205211726
AP,SCE,0.1,mel,bcc,29.0,0.04723127035830619
AP,SCE,0.1,mel,akiec,61.0,0.0993485342019544
AP,SCE,0.1,mel,vasc,6.0,0.009771986970684038
AP,SCE,0.1,mel,df,10.0,0.016286644951140065
AP,SCE,0.1,bcc,nv,3.0,0.009174311926605505
AP,SCE,0.1,bcc,bkl,11.0,0.03363914373088685
AP,SCE,0.1,bcc,mel,6.0,0.01834862385321101
AP,SCE,0.1,bcc,bcc,269.0,0.8226299694189603
AP,SCE,0.1,bcc,akiec,27.0,0.08256880733944955
AP,SCE,0.1,bcc,vasc,3.0,0.009174311926605505
AP,SCE,0.1,bcc,df,8.0,0.024464831804281346
AP,SCE,0.1,akiec,nv,3.0,0.013157894736842105
AP,SCE,0.1,akiec,bkl,20.0,0.08771929824561403
AP,SCE,0.1,akiec,mel,12.0,0.05263157894736842
AP,SCE,0.1,akiec,bcc,28.0,0.12280701754385964
AP,SCE,0.1,akiec,akiec,159.0,0.6973684210526315
AP,SCE,0.1,akiec,vasc,2.0,0.008771929824561403
AP,SCE,0.1,akiec,df,4.0,0.017543859649122806
AP,SCE,0.1,vasc,nv,1.0,0.01020408163265306
AP,SCE,0.1,vasc,bkl,2.0,0.02040816326530612
AP,SCE,0.1,vasc,mel,0.0,0.0
AP,SCE,0.1,vasc,bcc,7.0,0.07142857142857142
AP,SCE,0.1,vasc,akiec,2.0,0.02040816326530612
AP,SCE,0.1,vasc,vasc,84.0,0.8571428571428571
AP,SCE,0.1,vasc,df,2.0,0.02040816326530612
AP,SCE,0.1,df,nv,4.0,0.0547945205479452
AP,SCE,0.1,df,bkl,4.0,0.0547945205479452
AP,SCE,0.1,df,mel,2.0,0.0273972602739726
AP,SCE,0.1,df,bcc,6.0,0.0821917808219178
AP,SCE,0.1,df,akiec,6.0,0.0821917808219178
AP,SCE,0.1,df,vasc,1.0,0.0136986301369863
AP,SCE,0.1,df,df,50.0,0.684931506849315
AP,SCE,0.2,nv,nv,2720.0,0.5034240236905423
AP,SCE,0.2,nv,bkl,333.0,0.061632426429761245
AP,SCE,0.2,nv,mel,1121.0,0.20747732741069777
AP,SCE,0.2,nv,bcc,293.0,0.05422913196372386
AP,SCE,0.2,nv,akiec,211.0,0.039052378308347215
AP,SCE,0.2,nv,vasc,405.0,0.07495835646862854
AP,SCE,0.2,nv,df,320.0,0.059226355728299096
AP,SCE,0.2,bkl,nv,16.0,0.02200825309491059
AP,SCE,0.2,bkl,bkl,418.0,0.5749656121045392
AP,SCE,0.2,bkl,mel,102.0,0.14030261348005502
AP,SCE,0.2,bkl,bcc,52.0,0.07152682255845942
AP,SCE,0.2,bkl,akiec,104.0,0.14305364511691884
AP,SCE,0.2,bkl,vasc,5.0,0.0068775790921595595
AP,SCE,0.2,bkl,df,30.0,0.04126547455295736
AP,SCE,0.2,mel,nv,25.0,0.04071661237785016
AP,SCE,0.2,mel,bkl,79.0,0.12866449511400652
AP,SCE,0.2,mel,mel,384.0,0.6254071661237784
AP,SCE,0.2,mel,bcc,40.0,0.06514657980456026
AP,SCE,0.2,mel,akiec,64.0,0.10423452768729642
AP,SCE,0.2,mel,vasc,9.0,0.014657980456026058
AP,SCE,0.2,mel,df,13.0,0.021172638436482084
AP,SCE,0.2,bcc,nv,1.0,0.0030581039755351682
AP,SCE,0.2,bcc,bkl,9.0,0.027522935779816515
AP,SCE,0.2,bcc,mel,7.0,0.021406727828746176
AP,SCE,0.2,bcc,bcc,259.0,0.7920489296636085
AP,SCE,0.2,bcc,akiec,34.0,0.10397553516819572
AP,SCE,0.2,bcc,vasc,5.0,0.01529051987767584
AP,SCE,0.2,bcc,df,12.0,0.03669724770642202
AP,SCE,0.2,akiec,nv,0.0,0.0
AP,SCE,0.2,akiec,bkl,20.0,0.08771929824561403
AP,SCE,0.2,akiec,mel,6.0,0.02631578947368421
AP,SCE,0.2,akiec,bcc,33.0,0.14473684210526316
AP,SCE,0.2,akiec,akiec,161.0,0.706140350877193
AP,SCE,0.2,akiec,vasc,1.0,0.0043859649122807015
AP,SCE,0.2,akiec,df,7.0,0.03070175438596491
AP,SCE,0.2,vasc,nv,4.0,0.04081632653061224
AP,SCE,0.2,vasc,bkl,0.0,0.0
AP,SCE,0.2,vasc,mel,2.0,0.02040816326530612
AP,SCE,0.2,vasc,bcc,4.0,0.04081632653061224
AP,SCE,0.2,vasc,akiec,3.0,0.030612244897959183
AP,SCE,0.2,vasc,vasc,80.0,0.8163265306122449
AP,SCE,0.2,vasc,df,5.0,0.05102040816326531
AP,SCE,0.2,df,nv,3.0,0.0410958904109589
AP,SCE,0.2,df,bkl,2.0,0.0273972602739726
AP,SCE,0.2,df,mel,5.0,0.0684931506849315
AP,SCE,0.2,df,bcc,10.0,0.136986301369863
AP,SCE,0.2,df,akiec,4.0,0.0547945205479452
AP,SCE,0.2,df,vasc,1.0,0.0136986301369863
AP,SCE,0.2,df,df,48.0,0.6575342465753424
AP,SCE,0.3,nv,nv,2045.0,0.3784934295761614
AP,SCE,0.3,nv,bkl,370.0,0.06848047381084582
AP,SCE,0.3,nv,mel,1334.0,0.24689987044234685
AP,SCE,0.3,nv,bcc,378.0,0.0699611327040533
AP,SCE,0.3,nv,akiec,286.0,0.052933555432167316
AP,SCE,0.3,nv,vasc,547.0,0.10124005182306126
AP,SCE,0.3,nv,df,443.0,0.08199148621136405
AP,SCE,0.3,bkl,nv,14.0,0.01925722145804677
AP,SCE,0.3,bkl,bkl,375.0,0.515818431911967
AP,SCE,0.3,bkl,mel,80.0,0.11004126547455295
AP,SCE,0.3,bkl,bcc,61.0,0.08390646492434663
AP,SCE,0.3,bkl,akiec,147.0,0.20220082530949107
AP,SCE,0.3,bkl,vasc,11.0,0.015130674002751032
AP,SCE,0.3,bkl,df,39.0,0.05364511691884457
AP,SCE,0.3,mel,nv,19.0,0.030944625407166124
AP,SCE,0.3,mel,bkl,89.0,0.1449511400651466
AP,SCE,0.3,mel,mel,326.0,0.5309446254071661
