protocol,method,tau,fold,nta,lnmr,residual
SP,AsyCo,0.5,8,0.1777180406212664,0.275089605734767,0.5471923536439667
SP,AsyCo,0.5,9,0.1009284216831386,0.3225516621743037,0.5765199161425576
SP,ELR,0.0,0,,,
SP,ELR,0.0,1,,,
SP,ELR,0.0,2,,,
SP,ELR,0.0,3,,,
SP,ELR,0.0,4,,,
SP,ELR,0.0,5,,,
SP,ELR,0.0,6,,,
SP,ELR,0.0,7,,,
SP,ELR,0.0,8,,,
SP,ELR,0.0,9,,,
SP,ELR,0.1,0,0.1214953271028037,0.6612149532710281,0.21728971962616828
SP,ELR,0.1,1,0.1208920187793427,0.6995305164319249,0.17957746478873238
SP,ELR,0.1,2,0.1095732410611303,0.7231833910034602,0.1672433679354095
SP,ELR,0.1,3,0.1204250295159386,0.7284533648170012,0.15112160566706023
SP,ELR,0.1,4,0.1182926829268292,0.6292682926829268,0.252439024390244
SP,ELR,0.1,5,0.1033254156769596,0.7149643705463183,0.18171021377672203
SP,ELR,0.1,6,0.1032110091743119,0.5286697247706422,0.36811926605504586
SP,ELR,0.1,7,0.1227272727272727,0.6215909090909091,0.25568181818181823
SP,ELR,0.1,8,0.1148648648648648,0.6576576576576577,0.22747747747747749
SP,ELR,0.1,9,0.1178529754959159,0.6942823803967327,0.18786464410735138
SP,ELR,0.2,0,0.1306532663316583,0.6582914572864321,0.21105527638190957
SP,ELR,0.2,1,0.1230215827338129,0.7158273381294964,0.1611510791366907
SP,ELR,0.2,2,0.1102305475504322,0.7262247838616714,0.1635446685878964
SP,ELR,0.2,3,0.1158671586715867,0.6339483394833948,0.2501845018450185
SP,ELR,0.2,4,0.117910447761194,0.7425373134328358,0.13955223880597023
SP,ELR,0.2,5,0.1269258987527513,0.6588407923697726,0.21423330887747616
SP,ELR,0.2,6,0.1143674052894924,0.6690493209435311,0.2165832737669765
SP,ELR,0.2,7,0.1103202846975089,0.6483985765124555,0.24128113879003565
SP,ELR,0.2,8,0.1034482758620689,0.6925287356321839,0.20402298850574718
SP,ELR,0.2,9,0.1198529411764705,0.6919117647058823,0.18823529411764717
SP,ELR,0.3,0,0.1054438450220696,0.6537518391368318,0.24080431584109863
SP,ELR,0.3,1,0.0984958757884522,0.5477923338185346,0.35371179039301315
SP,ELR,0.3,2,0.1054216867469879,0.7289156626506024,0.1656626506024097
SP,ELR,0.3,3,0.1068965517241379,0.69064039408867,0.20246305418719213
SP,ELR,0.3,4,0.1078481012658227,0.5863291139240506,0.3058227848101267
SP,ELR,0.3,5,0.1086407276402223,0.6983324911571501,0.19302678120262762
SP,ELR,0.3,6,0.1053405193532582,0.6619304262616365,0.23272905438510538
SP,ELR,0.3,7,0.1037735849056603,0.6673286991062563,0.2288977159880835
SP,ELR,0.3,8,0.1069465267366316,0.6711644177911045,0.2218890554722639
SP,ELR,0.3,9,0.1138170974155069,0.6267395626242545,0.2594433399602386
SP,ELR,0.4,0,0.1133004926108374,0.5729442970822282,0.31375521030693443
SP,ELR,0.4,1,0.1032093362509117,0.5908096280087527,0.30598103574033564
SP,ELR,0.4,2,0.1030534351145038,0.6030534351145038,0.29389312977099236
SP,ELR,0.4,3,0.0942350332594235,0.6249076127124907,0.28085735402808576
SP,ELR,0.4,4,0.1005311077389984,0.5493171471927162,0.3501517450682854
SP,ELR,0.4,5,0.0919540229885057,0.5461624026696329,0.36188357434186136
SP,ELR,0.4,6,0.0960118168389955,0.5055391432791728,0.39844903988183167
SP,ELR,0.4,7,0.109806891329042,0.6289284361984097,0.26126467247254836
SP,ELR,0.4,8,0.1051851851851851,0.6311111111111111,0.2637037037037039
SP,ELR,0.4,9,0.0899925317401045,0.4820761762509335,0.427931292008962
SP,ELR,0.5,0,0.0989473684210526,0.5882706766917293,0.31278195488721816
SP,ELR,0.5,1,0.0933488914819136,0.6449824970828472,0.26166861143523923
SP,ELR,0.5,2,0.0981392557022809,0.562124849939976,0.3397358943577431
SP,ELR,0.5,3,0.097205707491082,0.5992865636147443,0.30350772889417366
SP,ELR,0.5,4,0.1026718703092164,0.6262383668567998,0.2710897628339838
SP,ELR,0.5,5,0.086646884272997,0.5578635014836796,0.35548961424332337
SP,ELR,0.5,6,0.1014192785334121,0.6224127735068007,0.2761679479597873
SP,ELR,0.5,7,0.0981520751287488,0.5946682823386853,0.3071796425325659
SP,ELR,0.5,8,0.0893070489844683,0.543010752688172,0.3676821983273597
SP,ELR,0.5,9,0.0835579514824797,0.5435759209344115,0.3728661275831088
SP,SCE,0.0,0,,,
SP,SCE,0.0,1,,,
SP,SCE,0.0,2,,,
SP,SCE,0.0,3,,,
SP,SCE,0.0,4,,,
SP,SCE,0.0,5,,,
SP,SCE,0.0,6,,,
SP,SCE,0.0,7,,,
SP,SCE,0.0,8,,,
SP,SCE,0.0,9,,,
SP,SCE,0.1,0,0.4392523364485981,0.508177570093458,0.052570093457943945
SP,SCE,0.1,1,0.3967136150234742,0.5868544600938967,0.016431924882629012
SP,SCE,0.1,2,0.3610149942329873,0.615916955017301,0.023068050749711744
SP,SCE,0.1,3,0.3943329397874852,0.5867768595041323,0.018890200708382543
SP,SCE,0.1,4,0.398780487804878,0.5707317073170731,0.03048780487804892
SP,SCE,0.1,5,0.3562945368171021,0.6092636579572447,0.03444180522565321
SP,SCE,0.1,6,0.4438073394495412,0.5149082568807339,0.041284403669724856
SP,SCE,0.1,7,0.3931818181818182,0.5829545454545455,0.02386363636363631
SP,SCE,0.1,8,0.4087837837837837,0.5596846846846847,0.03153153153153154
SP,SCE,0.1,9,0.4200700116686114,0.5554259043173863,0.024504084014002392
SP,SCE,0.2,0,0.3187365398420674,0.6353194544149318,0.04594400574300084
SP,SCE,0.2,1,0.3158273381294964,0.6381294964028777,0.04604316546762577
SP,SCE,0.2,2,0.3170028818443804,0.6455331412103746,0.03746397694524495
SP,SCE,0.2,3,0.2981549815498155,0.666420664206642,0.03542435424354251
SP,SCE,0.2,4,0.317910447761194,0.6335820895522388,0.04850746268656714
SP,SCE,0.2,5,0.3176815847395451,0.6346294937637564,0.047688921496698455
SP,SCE,0.2,6,0.309506790564689,0.640457469621158,0.05003573981415299
SP,SCE,0.2,7,0.302491103202847,0.6469750889679715,0.05053380782918149
SP,SCE,0.2,8,0.326867816091954,0.6271551724137931,0.04597701149425282
SP,SCE,0.2,9,0.3735294117647059,0.6029411764705882,0.02352941176470591
SP,SCE,0.3,0,0.2692496321726336,0.672388425698872,0.058361942128494326
SP,SCE,0.3,1,0.2552159146045609,0.6889859291606016,0.055798156234837415
SP,SCE,0.3,2,0.2469879518072289,0.696285140562249,0.05672690763052213
SP,SCE,0.3,3,0.2669950738916256,0.6724137931034483,0.060591133004926134
SP,SCE,0.3,4,0.3088607594936708,0.6278481012658228,0.06329113924050644
SP,SCE,0.3,5,0.2627589691763517,0.6670035371399696,0.07023749368367871
SP,SCE,0.3,6,0.2640862322390985,0.6678098971092602,0.06810387065164136
SP,SCE,0.3,7,0.2671300893743793,0.6777557100297915,0.055114200595829166
SP,SCE,0.3,8,0.2708645677161419,0.6656671664167916,0.06346826586706655
SP,SCE,0.3,9,0.2857852882703777,0.6650099403578529,0.049204771371769374
SP,SCE,0.4,0,0.2216748768472906,0.6911708980674498,0.0871542250852596
SP,SCE,0.4,1,0.1987600291757841,0.7231947483588621,0.07804522246535384
SP,SCE,0.4,2,0.2374045801526717,0.6854961832061068,0.07709923664122142
SP,SCE,0.4,3,0.1855136733185513,0.720620842572062,0.09386548410938667
SP,SCE,0.4,4,0.2427921092564491,0.6847496206373292,0.07245827010622163
SP,SCE,0.4,5,0.2091212458286985,0.700037078235076,0.0908416759362255
SP,SCE,0.4,6,0.2156573116691285,0.707533234859675,0.0768094534711965
SP,SCE,0.4,7,0.2127981825066262,0.6921620598258236,0.09503975766755024
SP,SCE,0.4,8,0.2281481481481481,0.6807407407407408,0.09111111111111114
SP,SCE,0.4,9,0.2434652725914861,0.6613144137415982,0.09522031366691575
SP,SCE,0.5,0,0.2171428571428571,0.6676691729323309,0.11518796992481206
SP,SCE,0.5,1,0.1834889148191365,0.7225787631271878,0.09393232205367563
SP,SCE,0.5,2,0.1788715486194478,0.7145858343337335,0.10654261704681878
SP,SCE,0.5,3,0.2024375743162901,0.703923900118906,0.0936385255648039
SP,SCE,0.5,4,0.2128489942960072,0.6892824977484239,0.0978685079555689
SP,SCE,0.5,5,0.159347181008902,0.7267062314540059,0.11394658753709208
SP,SCE,0.5,6,0.1839148432879952,0.7054997043169722,0.11058545239503259
SP,SCE,0.5,7,0.2035746743411087,0.6752499242653741,0.12117540139351723
SP,SCE,0.5,8,0.2069892473118279,0.6854838709677419,0.10752688172043023
SP,SCE,0.5,9,0.2033542976939203,0.6675651392632524,0.12908056304282722
SP,baseline,0.0,0,,,
SP,baseline,0.0,1,,,
SP,baseline,0.0,2,,,
SP,baseline,0.0,3,,,
SP,baseline,0.0,4,,,
SP,baseline,0.0,5,,,
SP,baseline,0.0,6,,,
SP,baseline,0.0,7,,,
SP,baseline,0.0,8,,,
SP,baseline,0.0,9,,,
SP,baseline,0.1,0,0.1226635514018691,0.7511682242990654,0.1261682242990655
SP,baseline,0.1,1,0.1232394366197183,0.7511737089201878,0.125586854460094
SP,baseline,0.1,2,0.113033448673587,0.7923875432525952,0.0945790080738178
SP,baseline,0.1,3,0.1263282172373081,0.7756788665879575,0.09799291617473438
SP,baseline,0.1,4,0.1109756097560975,0.7670731707317073,0.12195121951219512
SP,baseline,0.1,5,0.0902612826603325,0.8242280285035629,0.08551068883610458
SP,baseline,0.1,6,0.1123853211009174,0.7419724770642202,0.14564220183486243
SP,baseline,0.1,7,0.1272727272727272,0.7136363636363636,0.15909090909090917
SP,baseline,0.1,8,0.1159909909909909,0.7488738738738738,0.1351351351351353
SP,baseline,0.1,9,0.1225204200700116,0.7281213535589265,0.1493582263710619
SP,baseline,0.2,0,0.1249102656137832,0.7307968413496052,0.14429289303661164
SP,baseline,0.2,1,0.1136690647482014,0.7165467625899281,0.1697841726618705
SP,baseline,0.2,2,0.1188760806916426,0.7456772334293948,0.13544668587896258
SP,baseline,0.2,3,0.1055350553505535,0.76309963099631,0.13136531365313653
SP,baseline,0.2,4,0.1126865671641791,0.7582089552238805,0.12910447761194033
SP,baseline,0.2,5,0.1129860601614086,0.727072633895818,0.15994130594277345
SP,baseline,0.2,6,0.1029306647605432,0.7240886347390993,0.1729807005003574
SP,baseline,0.2,7,0.1067615658362989,0.7451957295373666,0.1480427046263345
SP,baseline,0.2,8,0.0933908045977011,0.7923850574712644,0.11422413793103448
SP,baseline,0.2,9,0.1161764705882353,0.7382352941176471,0.14558823529411757
SP,baseline,0.3,0,0.1152525747915644,0.670426679744973,0.21432074546346258
SP,baseline,0.3,1,0.1111111111111111,0.6812227074235808,0.20766618146530802
SP,baseline,0.3,2,0.108433734939759,0.7304216867469879,0.16114457831325302
SP,baseline,0.3,3,0.1039408866995073,0.7088669950738916,0.1871921182266011
SP,baseline,0.3,4,0.110886075949367,0.7205063291139241,0.16860759493670885
SP,baseline,0.3,5,0.102577059120768,0.7180394138453765,0.17938352703385552
SP,baseline,0.3,6,0.1200391964723174,0.6717295443410093,0.2082312591866733
SP,baseline,0.3,7,0.1102284011916583,0.7199602780536246,0.16981132075471705
SP,baseline,0.3,8,0.104447776111944,0.6446776611694153,0.2508745627186407
SP,baseline,0.3,9,0.1118290258449304,0.6993041749502982,0.18886679920477145
SP,baseline,0.4,0,0.1223948465327775,0.6782872300113679,0.19931792345585453
SP,baseline,0.4,1,0.1196207148067104,0.62436177972283,0.25601750547045954
SP,baseline,0.4,2,0.1064885496183206,0.667557251908397,0.22595419847328246
SP,baseline,0.4,3,0.0953436807095343,0.6385809312638581,0.2660753880266077
SP,baseline,0.4,4,0.099772382397572,0.6354324734446131,0.2647951441578149
SP,baseline,0.4,5,0.1093807934742306,0.6525769373377828,0.23804226918798665
SP,baseline,0.4,6,0.1148449039881831,0.7071639586410635,0.17799113737075334
SP,baseline,0.4,7,0.1139719803104884,0.6262779250283983,0.2597500946611133
SP,baseline,0.4,8,0.1185185185185185,0.6307407407407407,0.2507407407407408
SP,baseline,0.4,9,0.1094100074682598,0.6654219566840927,0.22516803584764755
SP,baseline,0.5,0,0.1278195488721804,0.633984962406015,0.23819548872180463
SP,baseline,0.5,1,0.1277712952158693,0.6656942823803967,0.20653442240373399
SP,baseline,0.5,2,0.1116446578631452,0.674969987995198,0.21338535414165682
SP,baseline,0.5,3,0.1221759809750297,0.6343638525564804,0.2434601664684899
SP,baseline,0.5,4,0.1296907835484839,0.6313419393575502,0.2389672770939658
SP,baseline,0.5,5,0.102373887240356,0.5649851632047478,0.3326409495548962
SP,baseline,0.5,6,0.1230041395623891,0.6738616203429924,0.20313424009461856
SP,baseline,0.5,7,0.1175401393517116,0.6064828839745532,0.2759769766737352
SP,baseline,0.5,8,0.1239545997610513,0.5910991636798089,0.28494623655913986
SP,baseline,0.5,9,0.1165019466906259,0.6780473195567536,0.20545073375262057
